Community	Subject	Topic	Room	Channel	Source	Target	Time	Finish Time	Duration	Event Type	Event	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	jake19	0:0:-2	32:52.4		Geogebra:Topic 5	2013-03-13 13:32:52.367 - Dfonseca69 -> tool changed to Move Graphics View	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	arrenn429	Dfonseca69	0:00:05	33:28.2	0:00:05	awareness	2013-03-13 13:33:28.223 - arrenn429 -> [fully erased the chat message]	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	nicolas1699	arrenn429	0:00:09	33:36.5	0:00:09	chat	2013-03-13 13:33:36.450 - nicolas1699 -> so do we move onto step 5	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	nicolas1699	0:00:00	33:27.6	0:00:00	chat	2013-03-13 13:33:27.633 - Dfonseca69 -> yes	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	Dfonseca69	0:00:07	33:41.8	0:00:07	awareness	2013-03-13 13:33:41.760 - jake19 -> [fully erased the chat message]	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	jake19	0:00:20	33:54.8	0:00:20	chat	2013-03-13 13:33:54.801 - Dfonseca69 -> and they were two different points now they r one line	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	arrenn429	Dfonseca69	0:00:24	34:03.3	0:00:24	chat	2013-03-13 13:34:03.342 - arrenn429 -> when they are part of a line segment, the line changes when you start to the point	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	arrenn429	0:00:03	33:47.5	0:00:03	chat	2013-03-13 13:33:47.527 - jake19 -> yeah	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	jake19	0:00:01	33:55.8	0:00:01	chat	2013-03-13 13:33:55.774 - penguinoidhung -> Yes	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	penguinoidhung	0:00:10	34:06.0		Geogebra:Topic 5	2013-03-13 13:34:06.045 - Dfonseca69 -> tool changed to Move	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	Dfonseca69	0:00:09	34:15.6	0:00:09	chat	2013-03-13 13:34:15.623 - jake19 -> okay do step 5 david\"	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	arrenn429	jake19	0:00:01	34:11.0	0:00:01	chat	2013-03-13 13:34:10.979 - arrenn429 -> *move	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	arrenn429	0:00:08	34:25.4	0:00:08	chat	2013-03-13 13:34:25.383 - jake19 -> we hav less then five mins\"	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	jake19	0:00:03	34:30.0	0:00:03	chat	2013-03-13 13:34:30.018 - jake19 -> probably	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	jake19	0:00:02	34:40.3	0:00:02	chat	2013-03-13 13:34:40.301 - penguinoidhung -> Timer?	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	penguinoidhung	0:00:02	34:43.0		Geogebra:Topic 5	2013-03-13 13:34:43.000 - Dfonseca69 -> tool changed to Segment between Two Points	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:05	34:48.1		Geogebra:Topic 5	2013-03-13 13:34:48.090 - Dfonseca69 -> added point:Point C	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:00	34:48.9		Geogebra:Topic 5	2013-03-13 13:34:48.921 - Dfonseca69 -> added point:Point D	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:00	34:49.1		Geogebra:Topic 5	2013-03-13 13:34:49.079 - Dfonseca69 -> added segment b	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	arrenn429	Dfonseca69	0:00:06	34:59.6	0:00:06	chat	2013-03-13 13:34:59.562 - arrenn429 -> 3 mins wrap it up!!!	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	arrenn429	0:00:02	35:00.1	0:00:02	awareness	2013-03-13 13:35:00.067 - penguinoidhung -> [fully erased the chat message]	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	penguinoidhung	0:00:01	35:02.4	0:00:01	awareness	2013-03-13 13:35:02.419 - penguinoidhung -> [fully erased the chat message]	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	penguinoidhung	0:00:06	35:08.6	0:00:06	chat	2013-03-13 13:35:08.582 - jake19 -> ;lets go DAVID	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	arrenn429	jake19	0:00:04	35:07.8	0:00:04	chat	2013-03-13 13:35:07.764 - arrenn429 -> now 2 mins!!!!	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	arrenn429	0:00:08	35:14.5	0:00:08	chat	2013-03-13 13:35:14.490 - Dfonseca69 -> go Faciliataor	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	Dfonseca69	0:00:02	35:08.8	0:00:02	chat	2013-03-13 13:35:08.763 - penguinoidhung -> Next step	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	nicolas1699	penguinoidhung	0:00:28	35:50.2	0:00:28	chat	2013-03-13 13:35:50.160 - nicolas1699 -> state the differences between the way you made segment AB and segment CD	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	nicolas1699	0:00:01	35:26.2	0:00:01	awareness	2013-03-13 13:35:26.238 - jake19 -> [fully erased the chat message]	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	jake19	0:00:28	35:55.4	0:00:28	chat	2013-03-13 13:35:55.391 - jake19 -> state the difference btwn the way you made segment AB and segment CD	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	jake19	0:0:-6	35:49.2		Geogebra:Topic 5	2013-03-13 13:35:49.201 - Dfonseca69 -> tool changed to Move Graphics View	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	arrenn429	Dfonseca69	0:00:02	36:06.4	0:00:02	awareness	2013-03-13 13:36:06.398 - arrenn429 -> [fully erased the chat message]	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	arrenn429	arrenn429	0:00:00	36:08.7	0:00:00	awareness	2013-03-13 13:36:08.744 - arrenn429 -> [fully erased the chat message]	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	arrenn429	arrenn429	0:00:06	36:15.6	0:00:06	chat	2013-03-13 13:36:15.583 - arrenn429 -> a minute left!!!!!!	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	arrenn429	0:00:19	36:47.3	0:00:19	chat	2013-03-13 13:36:47.295 - Dfonseca69 -> i just made a line now and before i put two points and connected them	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	Dfonseca69	0:00:11	36:45.6	0:00:11	chat	2013-03-13 13:36:45.612 - jake19 -> one minute...answer question guys	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	jake19	0:00:02	36:56.7	0:00:02	chat	2013-03-13 13:36:56.716 - Dfonseca69 -> next stewp	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:01	37:01.0	0:00:01	chat	2013-03-13 13:37:00.997 - Dfonseca69 -> step	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:02	37:03.5		Geogebra:Topic 5	2013-03-13 13:37:03.458 - Dfonseca69 -> tool changed to Move	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	arrenn429	Dfonseca69	0:00:07	37:15.5	0:00:07	chat	2013-03-13 13:37:15.510 - arrenn429 -> 12 mins is up guys	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	arrenn429	0:00:06	37:29.0	0:00:06	chat	2013-03-13 13:37:29.043 - penguinoidhung -> we're done	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	penguinoidhung	0:0:-1	37:27.5		Geogebra:Topic 5	2013-03-13 13:37:27.486 - Dfonseca69 -> updated Point C	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	Dfonseca69	0:00:08	37:42.4	0:00:08	chat	2013-03-13 13:37:42.443 - jake19 -> were done..nxt step	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	jake19	0:00:06	37:45.9	0:00:06	chat	2013-03-13 13:37:45.950 - penguinoidhung -> Summarizing	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	penguinoidhung	0:00:02	37:45.3	0:00:02	chat	2013-03-13 13:37:45.251 - jake19 -> summary 	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	jake19	0:0:-1	37:44.1		Geogebra:Topic 5	2013-03-13 13:37:44.092 - Dfonseca69 -> tool changed to Segment between Two Points	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:01	37:45.9		Geogebra:Topic 5	2013-03-13 13:37:45.902 - Dfonseca69 -> added point:Point E	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:00	37:46.5		Geogebra:Topic 5	2013-03-13 13:37:46.545 - Dfonseca69 -> added point:Point F	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:00	37:46.7		Geogebra:Topic 5	2013-03-13 13:37:46.672 - Dfonseca69 -> added segment c	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	nicolas1699	Dfonseca69	0:00:21	38:11.5	0:00:21	chat	2013-03-13 13:38:11.501 - nicolas1699 -> hung go to summary tab and summarize it	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	nicolas1699	0:0:-17	37:53.7		system	2013-03-13 13:37:53.709 - penguinoidhung -> Now viewing tab Summary	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	penguinoidhung	0:00:10	38:04.4		Geogebra:Summary	2013-03-13 13:38:04.428 - penguinoidhung -> tool changed to Move	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	penguinoidhung	0:00:00	38:04.7		Geogebra:Topic 5	2013-03-13 13:38:04.721 - Dfonseca69 -> tool changed to Move Graphics View	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	Dfonseca69	0:00:34	38:47.7	0:00:34	chat	2013-03-13 13:38:47.651 - jake19 -> okay..so nxt positions me and nick are summarizers	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	nicolas1699	jake19	0:0:-33	38:14.1		system	2013-03-13 13:38:14.099 - nicolas1699 -> Now viewing tab Summary	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	nicolas1699	0:00:10	38:32.8	0:00:10	chat	2013-03-13 13:38:32.787 - penguinoidhung -> Do i summarize in the chat?	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	penguinoidhung	0:0:-7	38:25.0		Geogebra:Topic 5	2013-03-13 13:38:25.016 - Dfonseca69 -> tool changed to Move	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:01	38:26.8		Geogebra:Topic 5	2013-03-13 13:38:26.834 - Dfonseca69 -> updated Point E	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:01	38:28.2		Geogebra:Topic 5	2013-03-13 13:38:28.166 - Dfonseca69 -> updated Point D	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:01	38:29.5		Geogebra:Topic 5	2013-03-13 13:38:29.500 - Dfonseca69 -> updated Point C	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:01	38:31.1		Geogebra:Topic 5	2013-03-13 13:38:31.075 - Dfonseca69 -> updated Point F	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:01	38:32.4		Geogebra:Topic 5	2013-03-13 13:38:32.388 - Dfonseca69 -> updated Point A	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:01	38:33.6		Geogebra:Topic 5	2013-03-13 13:38:33.569 - Dfonseca69 -> updated Point F	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:01	38:35.4		Geogebra:Topic 5	2013-03-13 13:38:35.374 - Dfonseca69 -> updated Point F	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	arrenn429	Dfonseca69	0:00:13	38:49.1	0:00:13	chat	2013-03-13 13:38:49.124 - arrenn429 -> no hung make text box in the tab	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	nicolas1699	arrenn429	0:00:02	38:43.6	0:00:02	chat	2013-03-13 13:38:43.590 - nicolas1699 -> on the tab	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	nicolas1699	0:00:00	38:42.7		Geogebra:Topic 5	2013-03-13 13:38:42.651 - Dfonseca69 -> updated Point B	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:02	38:45.2		Geogebra:Topic 5	2013-03-13 13:38:45.225 - Dfonseca69 -> updated Point F	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:03	38:48.3		Geogebra:Topic 5	2013-03-13 13:38:48.322 - Dfonseca69 -> updated Point E	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:02	38:50.4		Geogebra:Topic 5	2013-03-13 13:38:50.360 - Dfonseca69 -> updated Point F	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	Dfonseca69	0:00:02	38:53.3	0:00:02	chat	2013-03-13 13:38:53.314 - jake19 -> hung is timer	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	jake19	0:0:-1	38:51.8		Geogebra:Topic 5	2013-03-13 13:38:51.838 - Dfonseca69 -> updated Point D	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:01	38:53.2		Geogebra:Topic 5	2013-03-13 13:38:53.179 - Dfonseca69 -> updated Point B	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	arrenn429	Dfonseca69	0:00:06	38:59.6	0:00:06	chat	2013-03-13 13:38:59.589 - arrenn429 -> im the controller	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	arrenn429	0:00:05	38:59.3	0:00:05	chat	2013-03-13 13:38:59.317 - jake19 -> arren is controller	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	jake19	0:0:-4	38:55.1		Geogebra:Topic 5	2013-03-13 13:38:55.144 - Dfonseca69 -> updated Point F	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:01	38:56.9		system	2013-03-13 13:38:56.884 - Dfonseca69 -> Now viewing tab Summary	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	Dfonseca69	0:00:05	39:07.6	0:00:05	chat	2013-03-13 13:39:07.599 - jake19 -> david is facilitator	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	jake19	0:0:-3	39:04.5		Geogebra:Summary	2013-03-13 13:39:04.497 - penguinoidhung -> tool changed to Move Graphics View	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	nicolas1699	penguinoidhung	0:00:08	39:17.8	0:00:08	chat	2013-03-13 13:39:17.780 - nicolas1699 -> hung are you summarizing	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	nicolas1699	0:00:08	39:20.4	0:00:08	chat	2013-03-13 13:39:20.377 - jake19 -> im tlking abt next part	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	jake19	0:01:16	40:44.3	0:01:16	chat	2013-03-13 13:40:44.325 - penguinoidhung -> We made the points A and B. Then we connect them with a line. We then see if anything change if we move a point on it. We then made another line close to the first line.	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	penguinoidhung	0:00:02	39:35.5	0:00:02	chat	2013-03-13 13:39:35.508 - jake19 -> lets go hung	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	jake19	0:00:56	40:42.9	0:00:56	chat	2013-03-13 13:40:42.854 - Dfonseca69 -> What do you notice about EACH point and segment	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:0:-47	39:55.2		Geogebra:Topic 5	2013-03-13 13:39:55.207 - Dfonseca69 -> tool changed to Move Graphics View	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	arrenn429	Dfonseca69	0:00:17	40:31.1	0:00:17	chat	2013-03-13 13:40:31.117 - arrenn429 -> ok tell me when you are starting the timer	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	arrenn429	arrenn429	0:00:09	40:40.3		Geogebra:Topic 5	2013-03-13 13:40:40.345 - arrenn429 -> tool changed to Move	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	arrenn429	0:00:14	40:57.8	0:00:14	chat	2013-03-13 13:40:57.800 - jake19 -> arren we switching places	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	jake19	0:00:11	41:05.7	0:00:11	chat	2013-03-13 13:41:05.672 - penguinoidhung -> I finishing summarizing what we got done	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	penguinoidhung	0:00:05	41:03.2	0:00:05	chat	2013-03-13 13:41:03.203 - Dfonseca69 -> dont listen to wat i wrote	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	Dfonseca69	0:00:03	41:04.1	0:00:03	chat	2013-03-13 13:41:04.087 - jake19 -> DAVID CHILLL	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	nicolas1699	jake19	0:00:19	41:35.6	0:00:19	chat	2013-03-13 13:41:35.628 - nicolas1699 -> hung you did it wrong its not in chat its in the tab summary	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	arrenn429	nicolas1699	0:00:04	41:40.4		Geogebra:Topic 5	2013-03-13 13:41:40.371 - arrenn429 -> tool changed to Move Graphics View	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	arrenn429	0:00:12	41:52.4		Geogebra:Summary	2013-03-13 13:41:52.420 - penguinoidhung -> tool changed to Move	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	penguinoidhung	0:00:03	41:55.9		Geogebra:Summary	2013-03-13 13:41:55.935 - penguinoidhung -> tool changed to Insert Text	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	penguinoidhung	0:00:02	41:58.5		Geogebra:Summary	2013-03-13 13:41:58.528 - penguinoidhung -> tool changed to Select Object	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	penguinoidhung	0:00:09	42:08.5		Geogebra:Topic 5	2013-03-13 13:42:08.507 - jake19 -> tool changed to Move	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	jake19	0:00:00	42:08.8		Geogebra:Topic 5	2013-03-13 13:42:08.794 - jake19 -> tool changed to Move Graphics View	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	jake19	0:00:05	42:17.0	0:00:05	chat	2013-03-13 13:42:16.966 - jake19 -> NOT IN CHAT HUNG	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	jake19	0:00:15	42:33.8	0:00:15	chat	2013-03-13 13:42:33.814 - jake19 -> 	arent we supposed to move on anyway
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	arrenn429	jake19	0:00:10	42:37.8	0:00:10	chat	2013-03-13 13:42:37.767 - arrenn429 -> create a text box in the other tab hung	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	arrenn429	0:00:01	42:37.9	0:00:01	chat	2013-03-13 13:42:37.934 - jake19 -> or no	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	jake19	0:00:09	42:47.2		Geogebra:Summary	2013-03-13 13:42:47.248 - penguinoidhung -> tool changed to Insert Text	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	penguinoidhung	0:00:04	42:52.2		Geogebra:Summary	2013-03-13 13:42:52.216 - penguinoidhung -> tool changed to Insert Text	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	penguinoidhung	0:00:00	42:52.5		Geogebra:Summary	2013-03-13 13:42:52.462 - penguinoidhung -> tool changed to Move Graphics View	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	penguinoidhung	0:00:01	42:54.3		Geogebra:Summary	2013-03-13 13:42:54.348 - penguinoidhung -> tool changed to Move	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	penguinoidhung	0:00:02	42:56.6		Geogebra:Summary	2013-03-13 13:42:56.638 - penguinoidhung -> tool changed to Insert Text	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	penguinoidhung	0:00:01	42:57.8		Geogebra:Summary	2013-03-13 13:42:57.831 - penguinoidhung -> tool changed to Select Object	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	penguinoidhung	0:00:00	42:57.8		Geogebra:Summary	2013-03-13 13:42:57.834 - penguinoidhung -> tool changed to Select Object	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	nicolas1699	penguinoidhung	0:00:22	43:46.6	0:00:22	chat	2013-03-13 13:43:46.639 - nicolas1699 -> hung if you need help ask mrs. whitehead	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	arrenn429	nicolas1699	0:00:33	44:18.9	0:00:33	chat	2013-03-13 13:44:18.858 - arrenn429 -> hung are you done summarizing?\"	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	nicolas1699	arrenn429	0:00:01	44:04.7	0:00:01	chat	2013-03-13 13:44:04.724 - nicolas1699 -> jk	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	nicolas1699	0:00:00	44:25.8	0:00:00	chat	2013-03-13 13:44:25.829 - Dfonseca69 -> u;'	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:01	44:40.2	0:00:01	awareness	2013-03-13 13:44:40.211 - Dfonseca69 -> [fully erased the chat message]	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	Dfonseca69	Dfonseca69	0:00:06	44:47.2	0:00:06	chat	2013-03-13 13:44:47.206 - Dfonseca69 -> are you done my bad	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	Dfonseca69	0:00:07	44:54.3		Geogebra:Summary	2013-03-13 13:44:54.293 - penguinoidhung -> added text:Text text1	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	penguinoidhung	0:00:00	44:54.3		Geogebra:Summary	2013-03-13 13:44:54.300 - penguinoidhung -> tool changed to Move	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	penguinoidhung	0:00:02	44:57.2		Geogebra:Summary	2013-03-13 13:44:57.239 - penguinoidhung -> tool changed to Move	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	penguinoidhung	penguinoidhung	0:00:03	45:00.7		Geogebra:Summary	2013-03-13 13:45:00.651 - penguinoidhung -> tool changed to Move Graphics View	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	penguinoidhung	0:00:01	45:02.1	0:00:01	awareness	2013-03-13 13:45:02.139 - jake19 -> [fully erased the chat message]	
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_3	CID:1362920853719	jake19	jake19	0:00:03	45:06.1		system	2013-03-13 13:45:06.136 - jake19 -> Now viewing tab Summary	
