Community	Subject	Topic	Room	Channel	Source	Target	Time	Finish Time	Duration	Event Type	Event
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	mudkip	0:00:07	23:27.9		Geogebra:Triangles	2013-03-04 15:23:27.874 - mudkip -> updated Point D
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	mudkip	0:00:04	23:32.2		Geogebra:Triangles	2013-03-04 15:23:32.185 - mudkip -> updated Point B
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	mudkip	0:00:02	23:34.2		Geogebra:Triangles	2013-03-04 15:23:34.185 - mudkip -> updated Point B
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	mudkip	0:00:05	23:39.3		Geogebra:Triangles	2013-03-04 15:23:39.330 - mudkip -> updated Point B
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	mudkip	0:00:01	23:40.7		Geogebra:Triangles	2013-03-04 15:23:40.708 - mudkip -> tool changed to Select Object
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	mudkip	0:00:02	23:43.7		Geogebra:Triangles	2013-03-04 15:23:43.670 - mudkip -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	mudkip	0:00:00	23:44.4		Geogebra:Triangles	2013-03-04 15:23:44.440 - swampert -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:02	23:47.3		Geogebra:Triangles	2013-03-04 15:23:47.310 - swampert -> updated Point D
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:01	23:48.4		Geogebra:Triangles	2013-03-04 15:23:48.407 - swampert -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	swampert	0:00:02	23:50.5		Geogebra:Triangles	2013-03-04 15:23:50.537 - mudkip -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	mudkip	0:00:01	23:54.8	0:00:01	chat	2013-03-04 15:23:54.828 - swampert -> point c
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	swampert	0:00:07	24:02.2		Geogebra:Triangles	2013-03-04 15:24:02.191 - mudkip -> updated Text text1
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	mudkip	0:00:04	24:06.8		Geogebra:Triangles	2013-03-04 15:24:06.757 - mudkip -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	mudkip	0:00:02	24:10.9	0:00:02	chat	2013-03-04 15:24:10.919 - mudkip -> do pg. c
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	mudkip	0:00:08	24:19.3		Geogebra:Triangles	2013-03-04 15:24:19.328 - swampert -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:01	24:20.8		Geogebra:Triangles	2013-03-04 15:24:20.849 - swampert -> updated Text text1
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:06	24:27.4		Geogebra:Triangles	2013-03-04 15:24:27.362 - swampert -> tool changed to Polygon
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:01	24:29.2		Geogebra:Triangles	2013-03-04 15:24:29.244 - swampert -> added point:Point G
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:02	24:32.0		Geogebra:Triangles	2013-03-04 15:24:32.033 - swampert -> added point:Point H
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:11	24:43.3		Geogebra:Triangles	2013-03-04 15:24:43.345 - swampert -> added point:Point I
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:02	24:46.3		Geogebra:Triangles	2013-03-04 15:24:46.322 - swampert -> added polygon poly3
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:05	24:51.8		Geogebra:Triangles	2013-03-04 15:24:51.845 - swampert -> tool changed to Compass
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:06	24:58.0		Geogebra:Triangles	2013-03-04 15:24:57.979 - swampert -> added conic:Circle k
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:03	25:01.9		Geogebra:Triangles	2013-03-04 15:25:01.918 - swampert -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:02	25:04.3		Geogebra:Triangles	2013-03-04 15:25:04.333 - swampert -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:08	25:19.2	0:00:08	chat	2013-03-04 15:25:19.183 - swampert -> i dont understand how to do paragraph 3
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:27	25:46.3		Geogebra:Triangles	2013-03-04 15:25:46.337 - swampert -> tool changed to Compass
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:03	25:50.0		Geogebra:Triangles	2013-03-04 15:25:49.956 - swampert -> tool changed to Polygon
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:01	25:51.4		Geogebra:Triangles	2013-03-04 15:25:51.398 - swampert -> tool changed to Compass
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:07	25:59.1		Geogebra:Triangles	2013-03-04 15:25:59.099 - swampert -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:06	26:16.0	0:00:06	chat	2013-03-04 15:26:16.035 - swampert -> you move point d
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	swampert	0:0:-3	26:12.6		Geogebra:Triangles	2013-03-04 15:26:12.596 - mudkip -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	mudkip	0:00:07	26:20.1		Geogebra:Triangles	2013-03-04 15:26:20.083 - mudkip -> updated Point D
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	mudkip	0:00:06	26:29.2	0:00:06	chat	2013-03-04 15:26:29.185 - mudkip -> the veredict is the same:
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	mudkip	0:00:04	26:39.8	0:00:04	chat	2013-03-04 15:26:39.768 - swampert -> yes, yes it is
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	swampert	0:00:05	26:51.7	0:00:05	chat	2013-03-04 15:26:51.719 - mudkip -> Point D is like Point A and B 
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	mudkip	0:00:09	27:02.0	0:00:09	chat	2013-03-04 15:27:02.010 - mudkip -> the triangle remains equilateral no matter what
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	mudkip	0:00:18	27:13.2	0:00:18	chat	2013-03-04 15:27:13.211 - swampert -> it will always increase the size of the other sides so it stays equilateral
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:01	27:20.4	0:00:01	awareness	2013-03-04 15:27:20.404 - swampert -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	swampert	0:00:00	27:20.1		Geogebra:Triangles	2013-03-04 15:27:20.132 - mudkip -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	mudkip	0:00:33	27:53.9	0:00:33	chat	2013-03-04 15:27:53.889 - swampert -> first make an equilateral triangle then lets try to make a triangle inscribed in a triangle like in the example shown
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:33	28:27.6		Geogebra:Triangles	2013-03-04 15:28:27.557 - swampert -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:57	29:27.0	0:00:57	chat	2013-03-04 15:29:26.989 - swampert -> to first make an equilateral triangle you have to make 2 circles that form have the same radius
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:00	29:27.6		Geogebra:Triangles	2013-03-04 15:29:27.611 - swampert -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:02	29:29.8		Geogebra:Triangles	2013-03-04 15:29:29.764 - swampert -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:03	29:33.0		Geogebra:Triangles	2013-03-04 15:29:32.988 - swampert -> tool changed to Circle with Center through Point
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:00	29:33.7		Geogebra:Triangles	2013-03-04 15:29:33.732 - swampert -> added point:Point G
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:04	29:38.4		Geogebra:Triangles	2013-03-04 15:29:38.406 - swampert -> added point:Point H
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:00	29:38.5		Geogebra:Triangles	2013-03-04 15:29:38.495 - swampert -> added conic:Circle g
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:06	29:45.2		Geogebra:Triangles	2013-03-04 15:29:45.170 - swampert -> added conic:Circle h
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:02	29:47.4		Geogebra:Triangles	2013-03-04 15:29:47.401 - swampert -> tool changed to Polygon
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:01	29:49.0		Geogebra:Triangles	2013-03-04 15:29:49.015 - swampert -> added point:Point I
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:05	29:54.5		Geogebra:Triangles	2013-03-04 15:29:54.541 - swampert -> added polygon poly3
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:15	30:09.8		Geogebra:Triangles	2013-03-04 15:30:09.774 - swampert -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:11	30:21.3		Geogebra:Triangles	2013-03-04 15:30:21.268 - swampert -> tool changed to Circle with Center through Point
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:10	30:31.4		Geogebra:Triangles	2013-03-04 15:30:31.365 - swampert -> added conic:Circle h
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:02	30:33.6		Geogebra:Triangles	2013-03-04 15:30:33.649 - swampert -> tool changed to Polygon
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:02	30:36.0		Geogebra:Triangles	2013-03-04 15:30:35.972 - swampert -> added point:Point I
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:08	30:44.4		Geogebra:Triangles	2013-03-04 15:30:44.361 - swampert -> added polygon poly3
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:03	30:48.2		Geogebra:Triangles	2013-03-04 15:30:48.205 - swampert -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:06	30:55.0		Geogebra:Triangles	2013-03-04 15:30:54.963 - swampert -> updated group of objects G,H
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:14	31:09.0		Geogebra:Triangles	2013-03-04 15:31:08.968 - swampert -> updated group of objects G,H
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:16	31:33.0	0:00:16	chat	2013-03-04 15:31:32.961 - swampert -> you right click the circles and click hide to remove them from the screen
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:00	32:00.7	0:00:00	awareness	2013-03-04 15:32:00.743 - swampert -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:37	32:40.1	0:00:37	chat	2013-03-04 15:32:40.128 - swampert -> i made an equilateral triangle and i know its equilateral because all of its sides are the same size and that size was the radius
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:0:-25	32:14.5		Geogebra:Triangles	2013-03-04 15:32:14.518 - swampert -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	swampert	0:00:01	32:55.7	0:00:01	awareness	2013-03-04 15:32:55.652 - mudkip -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	mudkip	0:00:03	33:00.4	0:00:03	chat	2013-03-04 15:33:00.355 - mudkip -> ohhh that makes sense
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	mudkip	0:00:14	33:11.7	0:00:14	chat	2013-03-04 15:33:11.664 - swampert -> and then to get rid of the circles i clicked on them and clicked hide
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	swampert	0:00:12	33:20.7	0:00:12	chat	2013-03-04 15:33:20.680 - mudkip -> so GH is congruent to Gi HI
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	mudkip	0:0:-2	33:18.4		Geogebra:Triangles	2013-03-04 15:33:18.424 - swampert -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:06	33:25.1		Geogebra:Triangles	2013-03-04 15:33:25.099 - swampert -> tool changed to Compass
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	mudkip	swampert	0:00:03	33:30.7	0:00:03	chat	2013-03-04 15:33:30.726 - mudkip -> GI and HI
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	mudkip	0:00:00	33:31.6		Geogebra:Triangles	2013-03-04 15:33:31.567 - swampert -> added conic:Circle k
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:04	33:36.5		Geogebra:Triangles	2013-03-04 15:33:36.494 - swampert -> added conic:Circle p
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:04	33:41.3		Geogebra:Triangles	2013-03-04 15:33:41.304 - swampert -> added conic:Circle q
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:05	33:46.8		Geogebra:Triangles	2013-03-04 15:33:46.793 - swampert -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:07	33:54.2		Geogebra:Triangles	2013-03-04 15:33:54.239 - swampert -> tool changed to Select Object
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:55	34:49.9		Geogebra:Triangles	2013-03-04 15:34:49.921 - swampert -> tool changed to Compass
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:00	34:50.8		Geogebra:Triangles	2013-03-04 15:34:50.781 - swampert -> added point:Point J
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:00	34:51.7		Geogebra:Triangles	2013-03-04 15:34:51.683 - swampert -> added point:Point K
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:02	34:54.3		Geogebra:Triangles	2013-03-04 15:34:54.329 - swampert -> added conic:Circle k
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:07	35:01.9		Geogebra:Triangles	2013-03-04 15:35:01.897 - swampert -> added point:Point L
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:00	35:02.6		Geogebra:Triangles	2013-03-04 15:35:02.582 - swampert -> updated group of objects J,K
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:01	35:03.9		Geogebra:Triangles	2013-03-04 15:35:03.865 - swampert -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:27	35:31.5		Geogebra:Triangles	2013-03-04 15:35:31.523 - swampert -> tool changed to Compass
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:02	35:34.5		Geogebra:Triangles	2013-03-04 15:35:34.466 - swampert -> tool changed to Compass
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:01	35:35.7		Geogebra:Triangles	2013-03-04 15:35:35.658 - swampert -> tool changed to Circle with Center through Point
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:01	35:37.0		Geogebra:Triangles	2013-03-04 15:35:36.964 - swampert -> tool changed to Compass
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:01	35:38.0		Geogebra:Triangles	2013-03-04 15:35:37.968 - swampert -> added point:Point J
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:00	35:38.8		Geogebra:Triangles	2013-03-04 15:35:38.774 - swampert -> added point:Point K
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:01	35:40.3		Geogebra:Triangles	2013-03-04 15:35:40.330 - swampert -> added conic:Circle k
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:05	35:45.4		Geogebra:Triangles	2013-03-04 15:35:45.379 - swampert -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:01:01	36:47.1		Geogebra:Triangles	2013-03-04 15:36:47.091 - swampert -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:02:54	39:42.0		Geogebra:Triangles	2013-03-04 15:39:42.026 - swampert -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:37	40:19.6		Geogebra:Triangles	2013-03-04 15:40:19.553 - swampert -> tool changed to Zoom In
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_3	CID:1362076182755	swampert	swampert	0:00:03	40:22.7		Geogebra:Triangles	2013-03-04 15:40:22.730 - swampert -> tool changed to Move Graphics View
