Community	Subject	Topic	Room	Channel	Source	Target	Time	Finish Time	Duration	Event Type	Event
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	fruitloops	0:00:45	18:43.8	0:00:45	chat	2013-03-01 15:18:43.759 - cornflakes -> when i moved point c the triangle stayed the same and either increased or decreased in size, butit was equivalent to the original triangle
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cornflakes	0:0:-34	18:09.4		Geogebra:Triangles	2013-03-01 15:18:09.369 - cheerios -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	cheerios	0:00:38	18:52.8	0:00:38	chat	2013-03-01 15:18:52.840 - fruitloops -> but when i tryed to move vertex d, it couldnt go behond triangle abc
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	fruitloops	0:0:-36	18:15.9		Geogebra:Triangles	2013-03-01 15:18:15.868 - cheerios -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:11	18:27.3		Geogebra:Triangles	2013-03-01 15:18:27.308 - cheerios -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:04	18:31.5		Geogebra:Triangles	2013-03-01 15:18:31.472 - cheerios -> updated Point A
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:19	18:54.4	0:00:19	chat	2013-03-01 15:18:54.370 - cheerios -> does the inner triangle change its shape when u move vertex a
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	cheerios	0:00:04	19:34.3	0:00:04	chat	2013-03-01 15:19:34.283 - fruitloops -> try moving it...
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	fruitloops	0:0:-2	19:31.5		Geogebra:Triangles	2013-03-01 15:19:31.523 - cheerios -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:59	20:31.3		Geogebra:Triangles	2013-03-01 15:20:31.335 - cheerios -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:03	20:34.5		Geogebra:Triangles	2013-03-01 15:20:34.455 - cheerios -> updated Point A
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:02	20:38.9	0:00:02	chat	2013-03-01 15:20:38.907 - cheerios -> nvm it doesnt
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:55	21:34.5		Geogebra:Triangles	2013-03-01 15:21:34.513 - cheerios -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	cheerios	0:00:02	21:36.6		Geogebra:Triangles	2013-03-01 15:21:36.591 - fruitloops -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:04	21:41.3		Geogebra:Triangles	2013-03-01 15:21:41.306 - fruitloops -> updated Point D
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:10	21:51.3		Geogebra:Triangles	2013-03-01 15:21:51.307 - fruitloops -> updated Point A
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:46	22:43.7	0:00:46	chat	2013-03-01 15:22:43.748 - fruitloops -> yeah when you move vertex a, the inner triangles changes size but never shape
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:07	22:51.4		Geogebra:Triangles	2013-03-01 15:22:51.351 - fruitloops -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	fruitloops	0:00:02	22:54.3	0:00:02	chat	2013-03-01 15:22:54.292 - cornflakes -> yes
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	cornflakes	0:00:05	22:59.6		Geogebra:Triangles	2013-03-01 15:22:59.596 - fruitloops -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:03	23:03.0		Geogebra:Triangles	2013-03-01 15:23:02.986 - fruitloops -> updated Point D
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:03	23:06.5		Geogebra:Triangles	2013-03-01 15:23:06.509 - fruitloops -> updated Point A
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:03	23:10.1		Geogebra:Triangles	2013-03-01 15:23:10.098 - fruitloops -> updated Point D
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:12	23:35.2	0:00:12	chat	2013-03-01 15:23:35.223 - fruitloops -> can i try to make the circle equilateral triangle fist?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	fruitloops	0:00:00	23:38.2	0:00:00	chat	2013-03-01 15:23:38.210 - cheerios -> yes
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	cheerios	0:00:02	23:40.3		Geogebra:Triangles	2013-03-01 15:23:40.256 - fruitloops -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	fruitloops	0:00:00	23:53.4	0:00:00	chat	2013-03-01 15:23:53.374 - cornflakes -> sure
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	cornflakes	0:00:10	24:11.5	0:00:10	chat	2013-03-01 15:24:11.492 - fruitloops -> wait, fist we should talk about the other vertexes
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	fruitloops	0:0:-4	24:06.5		Geogebra:Triangles	2013-03-01 15:24:06.503 - cheerios -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:01	24:08.2		Geogebra:Triangles	2013-03-01 15:24:08.228 - cheerios -> updated Point D
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:02	24:10.3		Geogebra:Triangles	2013-03-01 15:24:10.297 - cheerios -> updated Point D
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:09	24:19.9		Geogebra:Triangles	2013-03-01 15:24:19.918 - cheerios -> updated Point A
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	cheerios	0:00:00	24:23.7	0:00:00	chat	2013-03-01 15:24:23.692 - cornflakes -> yes
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cornflakes	0:00:01	24:28.8	0:00:01	chat	2013-03-01 15:24:28.787 - cheerios -> agreed
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	cheerios	0:00:21	24:48.8	0:00:21	chat	2013-03-01 15:24:48.758 - fruitloops -> so cheerios since you have control what happens when you move the different vertexes?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	fruitloops	0:0:-13	24:35.4		Geogebra:Triangles	2013-03-01 15:24:35.356 - cheerios -> updated Point A
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:49	25:27.0	0:00:49	chat	2013-03-01 15:25:26.984 - cheerios -> when you move vertex a triangle dfe dont move at all it just becomes smaller when you shrinnk the big triangle and vice versa
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:08	25:35.4		Geogebra:Triangles	2013-03-01 15:25:35.419 - cheerios -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	cheerios	0:00:14	25:56.5	0:00:14	chat	2013-03-01 15:25:56.497 - fruitloops -> what about point e? c? F?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	fruitloops	0:00:14	26:11.3		Geogebra:Triangles	2013-03-01 15:26:11.347 - cornflakes -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	cornflakes	0:00:16	26:27.8		Geogebra:Triangles	2013-03-01 15:26:27.834 - cornflakes -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	cornflakes	0:00:10	26:41.0	0:00:10	chat	2013-03-01 15:26:41.046 - cornflakes -> ecf arent moving 
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	cornflakes	0:00:02	26:43.4		Geogebra:Triangles	2013-03-01 15:26:43.356 - fruitloops -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:08	27:00.7	0:00:08	chat	2013-03-01 15:27:00.719 - fruitloops -> point c e and f cant move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:35	27:35.9		Geogebra:Triangles	2013-03-01 15:27:35.949 - fruitloops -> updated Point D
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:01	27:37.4		Geogebra:Triangles	2013-03-01 15:27:37.378 - fruitloops -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	fruitloops	0:00:14	27:52.6	0:00:14	chat	2013-03-01 15:27:52.649 - cornflakes -> because they are sconstrained or restricted
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	cornflakes	0:00:12	27:53.4	0:00:12	chat	2013-03-01 15:27:53.435 - fruitloops -> point d can only make point f and g move but nothing else
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	fruitloops	0:00:00	28:29.3	0:00:00	chat	2013-03-01 15:28:29.279 - cornflakes -> yea
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	cornflakes	0:00:07	28:37.3		Geogebra:Triangles	2013-03-01 15:28:37.277 - cornflakes -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	cornflakes	0:00:02	28:39.8		Geogebra:Triangles	2013-03-01 15:28:39.849 - cornflakes -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	cornflakes	0:00:09	28:50.5	0:00:09	chat	2013-03-01 15:28:50.535 - fruitloops -> okay want to try to conssrtuct it?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	fruitloops	0:00:03	28:53.8	0:00:03	awareness	2013-03-01 15:28:53.807 - cheerios -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:01	29:02.0	0:00:01	chat	2013-03-01 15:29:01.973 - cheerios -> yup
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	cheerios	0:00:01	29:07.3	0:00:01	chat	2013-03-01 15:29:07.275 - cornflakes -> sure
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	cornflakes	0:00:03	29:10.3		Geogebra:Triangles	2013-03-01 15:29:10.340 - fruitloops -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:01	29:11.5		Geogebra:Triangles	2013-03-01 15:29:11.513 - fruitloops -> tool changed to Circle with Center through Point
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:02	29:13.6		Geogebra:Triangles	2013-03-01 15:29:13.583 - fruitloops -> tool changed to Line through Two Points
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:00	29:14.2		Geogebra:Triangles	2013-03-01 15:29:14.182 - fruitloops -> tool changed to New Point
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:13	29:27.6		Geogebra:Triangles	2013-03-01 15:29:27.634 - fruitloops -> tool changed to Segment between Two Points
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:00	29:27.6		Geogebra:Triangles	2013-03-01 15:29:27.640 - fruitloops -> added point:Point G
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:08	29:35.7		Geogebra:Triangles	2013-03-01 15:29:35.722 - fruitloops -> added point:Point H
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:00	29:35.7		Geogebra:Triangles	2013-03-01 15:29:35.727 - fruitloops -> added segment g
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:00	29:35.7		Geogebra:Triangles	2013-03-01 15:29:35.732 - fruitloops -> tool changed to Circle with Center through Point
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:03	29:38.9		Geogebra:Triangles	2013-03-01 15:29:38.882 - fruitloops -> added conic:Circle h
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:06	29:45.3		Geogebra:Triangles	2013-03-01 15:29:45.254 - fruitloops -> added conic:Circle k
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:08	29:53.7		Geogebra:Triangles	2013-03-01 15:29:53.723 - fruitloops -> updated Text text1
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:02	29:56.3		Geogebra:Triangles	2013-03-01 15:29:56.252 - fruitloops -> updated group of objects A,B
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:04	30:01.0		Geogebra:Triangles	2013-03-01 15:30:00.964 - fruitloops -> updated group of objects G,H
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	fruitloops	0:00:27	30:35.0	0:00:27	awareness	2013-03-01 15:30:35.012 - cornflakes -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	cornflakes	0:0:-20	30:14.7		Geogebra:Triangles	2013-03-01 15:30:14.732 - fruitloops -> updated group of objects A,B
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:05	30:20.2		Geogebra:Triangles	2013-03-01 15:30:20.211 - fruitloops -> updated group of objects G,H
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:04	30:27.0	0:00:04	chat	2013-03-01 15:30:26.951 - fruitloops -> what should i do next?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:32	30:59.6		Geogebra:Triangles	2013-03-01 15:30:59.619 - fruitloops -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	fruitloops	0:00:00	31:00.5		Geogebra:Triangles	2013-03-01 15:31:00.479 - cheerios -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:01	31:01.8		Geogebra:Triangles	2013-03-01 15:31:01.800 - cheerios -> tool changed to New Point
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:03	31:04.8		Geogebra:Triangles	2013-03-01 15:31:04.836 - cheerios -> added point:Point I
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:03	31:08.7		Geogebra:Triangles	2013-03-01 15:31:08.680 - cheerios -> tool changed to Segment between Two Points
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:03	31:12.1		Geogebra:Triangles	2013-03-01 15:31:12.107 - cheerios -> added segment i
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:03	31:15.5		Geogebra:Triangles	2013-03-01 15:31:15.546 - cheerios -> added segment j
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:02	31:17.7		Geogebra:Triangles	2013-03-01 15:31:17.670 - cheerios -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	cheerios	0:00:11	32:09.6	0:00:11	awareness	2013-03-01 15:32:09.617 - fruitloops -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:10	32:22.9	0:00:10	chat	2013-03-01 15:32:22.925 - fruitloops -> so how do we get rid of the circles then?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:10	32:54.4	0:00:10	chat	2013-03-01 15:32:54.383 - fruitloops -> if we cant delete them, what do we do?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	fruitloops	0:00:15	33:10.0		Geogebra:Triangles	2013-03-01 15:33:09.967 - cornflakes -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	cornflakes	0:00:13	33:23.1		Geogebra:Triangles	2013-03-01 15:33:23.056 - cornflakes -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	cornflakes	0:00:01	33:24.1		Geogebra:Triangles	2013-03-01 15:33:24.091 - fruitloops -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:17	33:41.7		Geogebra:Triangles	2013-03-01 15:33:41.662 - fruitloops -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	fruitloops	0:00:01	33:43.6		Geogebra:Triangles	2013-03-01 15:33:43.645 - cheerios -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	cheerios	0:00:18	34:37.3	0:00:18	chat	2013-03-01 15:34:37.259 - fruitloops -> so i think triangle igh is like triangle abc
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	fruitloops	0:00:02	34:39.3		Geogebra:Triangles	2013-03-01 15:34:39.301 - cheerios -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:03	34:42.8		Geogebra:Triangles	2013-03-01 15:34:42.850 - cheerios -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cheerios	cheerios	0:00:36	35:19.3		Geogebra:Triangles	2013-03-01 15:35:19.338 - cheerios -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	cheerios	0:00:00	35:20.2		Geogebra:Triangles	2013-03-01 15:35:20.163 - cornflakes -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	cornflakes	0:00:03	35:24.1		Geogebra:Triangles	2013-03-01 15:35:24.101 - cornflakes -> updated group of objects G,H
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	cornflakes	0:00:19	35:43.9		Geogebra:Triangles	2013-03-01 15:35:43.939 - cornflakes -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	cornflakes	0:00:00	35:44.9		Geogebra:Triangles	2013-03-01 15:35:44.936 - fruitloops -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:03	35:48.6		Geogebra:Triangles	2013-03-01 15:35:48.648 - fruitloops -> updated Point H
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:00	35:53.1	0:00:00	Geogebra:Triangles	2013-03-01 15:35:53.053 - fruitloops -> updated Point B
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:04	35:57.3		Geogebra:Triangles	2013-03-01 15:35:57.281 - fruitloops -> updated Point D
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:01	35:58.5		Geogebra:Triangles	2013-03-01 15:35:58.511 - fruitloops -> updated Point D
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:00	36:00.3	0:00:00	Geogebra:Triangles	2013-03-01 15:36:00.264 - fruitloops -> updated Point B
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:05	36:05.7		Geogebra:Triangles	2013-03-01 15:36:05.711 - fruitloops -> updated Point G
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:01	36:07.1		Geogebra:Triangles	2013-03-01 15:36:07.122 - fruitloops -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	fruitloops	fruitloops	0:00:20	36:30.3	0:00:20	chat	2013-03-01 15:36:30.348 - fruitloops -> now that the first triangle is good, what should we do?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_2	CID:1362076179425	cornflakes	fruitloops	0:00:25	36:56.0		Geogebra:Triangles	2013-03-01 15:36:55.962 - cornflakes -> tool changed to Move
