Community	Subject	Topic	Room	Channel	Source	Target	Time	Finish Time	Duration	Event Type	Event
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	JalaniKnowsMath	TooMuchMineCraftAli	0:00:53	21:24.4	0:00:53	awareness	2013-03-13 13:21:24.431 - JalaniKnowsMath -> [fully erased the chat message]
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	JalaniKnowsMath	0:0:-42	20:41.7		Geogebra:Topic 5	2013-03-13 13:20:41.691 - TooMuchMineCraftAli -> tool changed to Move Graphics View
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:31	21:12.9		system	2013-03-13 13:21:12.924 - TooMuchMineCraftAli -> Now viewing tab summery
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	21:13.9		system	2013-03-13 13:21:13.891 - TooMuchMineCraftAli -> Now viewing tab summary
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	21:14.2		system	2013-03-13 13:21:14.197 - TooMuchMineCraftAli -> Now viewing tab summery
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	21:14.5		system	2013-03-13 13:21:14.469 - TooMuchMineCraftAli -> Now viewing tab summary
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	21:14.7		system	2013-03-13 13:21:14.743 - TooMuchMineCraftAli -> Now viewing tab summery
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	21:15.5		system	2013-03-13 13:21:15.528 - TooMuchMineCraftAli -> Now viewing tab summary
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	21:15.8		system	2013-03-13 13:21:15.802 - TooMuchMineCraftAli -> Now viewing tab summery
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	21:16.1		system	2013-03-13 13:21:16.076 - TooMuchMineCraftAli -> Now viewing tab summary
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	21:16.3		system	2013-03-13 13:21:16.318 - TooMuchMineCraftAli -> Now viewing tab summery
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	21:16.6		system	2013-03-13 13:21:16.591 - TooMuchMineCraftAli -> Now viewing tab summary
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	21:16.8		system	2013-03-13 13:21:16.822 - TooMuchMineCraftAli -> Now viewing tab summery
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	21:17.1		system	2013-03-13 13:21:17.117 - TooMuchMineCraftAli -> Now viewing tab summary
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	21:17.4		system	2013-03-13 13:21:17.358 - TooMuchMineCraftAli -> Now viewing tab summery
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	21:17.7		system	2013-03-13 13:21:17.686 - TooMuchMineCraftAli -> Now viewing tab summary
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	21:17.9		system	2013-03-13 13:21:17.936 - TooMuchMineCraftAli -> Now viewing tab summery
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	21:18.3		system	2013-03-13 13:21:18.262 - TooMuchMineCraftAli -> Now viewing tab summary
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:04	21:25.0	0:00:04	chat	2013-03-13 13:21:25.013 - TooMuchMineCraftAli -> I DONT SPELL
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	ThatRandomMark	TooMuchMineCraftAli	0:0:-2	21:22.3		system	2013-03-13 13:21:22.278 - ThatRandomMark -> Now viewing tab summery
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	ThatRandomMark	ThatRandomMark	0:00:01	21:23.5		system	2013-03-13 13:21:23.495 - ThatRandomMark -> Now viewing tab summary
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	ThatRandomMark	ThatRandomMark	0:00:01	21:24.8		system	2013-03-13 13:21:24.767 - ThatRandomMark -> Now viewing tab Topic 5
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	marco is boss	ThatRandomMark	0:00:04	21:29.3		Geogebra:Topic 5	2013-03-13 13:21:29.343 - marco is boss -> tool changed to Move
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	marco is boss	0:00:01	21:30.4		system	2013-03-13 13:21:30.398 - TooMuchMineCraftAli -> Now viewing tab Topic 5
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	marco is boss	TooMuchMineCraftAli	0:00:00	21:30.6		system	2013-03-13 13:21:30.639 - marco is boss -> Now viewing tab summery
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	marco is boss	0:00:00	21:31.4		system	2013-03-13 13:21:31.387 - TooMuchMineCraftAli -> Now viewing tab summery
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	marco is boss	TooMuchMineCraftAli	0:00:00	21:32.4		system	2013-03-13 13:21:32.365 - marco is boss -> Now viewing tab summary
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	marco is boss	0:00:00	21:32.9		Geogebra:summery	2013-03-13 13:21:32.934 - TooMuchMineCraftAli -> tool changed to Move
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	marco is boss	TooMuchMineCraftAli	0:00:00	21:33.6		Geogebra:summary	2013-03-13 13:21:33.597 - marco is boss -> tool changed to Move
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	marco is boss	0:00:00	21:34.1		system	2013-03-13 13:21:34.061 - TooMuchMineCraftAli -> Now viewing tab summary
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	JalaniKnowsMath	TooMuchMineCraftAli	0:00:17	21:51.5	0:00:17	chat	2013-03-13 13:21:51.510 - JalaniKnowsMath -> Stop moving tabs. Each tab is empty>
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	JalaniKnowsMath	0:0:-15	21:35.6		system	2013-03-13 13:21:35.564 - TooMuchMineCraftAli -> Now viewing tab summery
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:01	21:36.7		system	2013-03-13 13:21:36.721 - TooMuchMineCraftAli -> Now viewing tab Topic 5
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	21:37.5		system	2013-03-13 13:21:37.479 - TooMuchMineCraftAli -> Now viewing tab summery
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	JalaniKnowsMath	TooMuchMineCraftAli	0:00:05	21:59.8	0:00:05	chat	2013-03-13 13:21:59.796 - JalaniKnowsMath -> I meant to .
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	marco is boss	JalaniKnowsMath	0:00:03	21:58.7	0:00:03	chat	2013-03-13 13:21:58.715 - marco is boss -> im number 1
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	marco is boss	0:00:28	22:27.7		Geogebra:summery	2013-03-13 13:22:27.676 - TooMuchMineCraftAli -> tool changed to Insert Text
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:01	22:28.7		Geogebra:summery	2013-03-13 13:22:28.676 - TooMuchMineCraftAli -> tool changed to Select Object
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	marco is boss	TooMuchMineCraftAli	0:00:00	22:29.4		Geogebra:Topic 5	2013-03-13 13:22:29.371 - marco is boss -> tool changed to Move Graphics View
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	marco is boss	marco is boss	0:00:04	22:33.6		Geogebra:summary	2013-03-13 13:22:33.632 - marco is boss -> tool changed to Move Graphics View
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	marco is boss	0:00:06	22:40.1		Geogebra:summery	2013-03-13 13:22:40.131 - TooMuchMineCraftAli -> added text:Text text1
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	22:40.2		Geogebra:summery	2013-03-13 13:22:40.157 - TooMuchMineCraftAli -> tool changed to Move
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:09	22:52.1	0:00:09	chat	2013-03-13 13:22:52.134 - TooMuchMineCraftAli -> im the weakest...
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	ThatRandomMark	TooMuchMineCraftAli	0:00:13	22:58.7	0:00:13	chat	2013-03-13 13:22:58.716 - ThatRandomMark -> im person 4
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	ThatRandomMark	ThatRandomMark	0:00:04	23:05.4	0:00:04	chat	2013-03-13 13:23:05.425 - ThatRandomMark -> no trust me . i am
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	marco is boss	ThatRandomMark	0:00:07	23:10.7	0:00:07	chat	2013-03-13 13:23:10.729 - marco is boss -> im person 1
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	marco is boss	0:00:04	23:07.3	0:00:04	chat	2013-03-13 13:23:07.314 - TooMuchMineCraftAli -> im 3
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	ThatRandomMark	TooMuchMineCraftAli	0:00:08	23:26.3	0:00:08	chat	2013-03-13 13:23:26.336 - ThatRandomMark -> marco1 jalani 2 bassam3 me 4
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	ThatRandomMark	0:00:10	23:33.4	0:00:10	chat	2013-03-13 13:23:33.368 - TooMuchMineCraftAli -> im two!!!!!!!!!
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:06	23:40.2		Geogebra:summery	2013-03-13 13:23:40.217 - TooMuchMineCraftAli -> tool changed to Move Graphics View
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	JalaniKnowsMath	TooMuchMineCraftAli	0:00:17	23:59.2	0:00:17	chat	2013-03-13 13:23:59.241 - JalaniKnowsMath -> Bassam, if you are the weakest you should be #4.
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	JalaniKnowsMath	0:00:03	23:56.9	0:00:03	chat	2013-03-13 13:23:56.948 - TooMuchMineCraftAli -> thats fair
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	ThatRandomMark	TooMuchMineCraftAli	0:00:11	24:17.8	0:00:11	chat	2013-03-13 13:24:17.769 - ThatRandomMark -> i am the weakest. trust me.
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	ThatRandomMark	0:00:03	24:10.6	0:00:03	chat	2013-03-13 13:24:10.645 - TooMuchMineCraftAli -> just kining
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:05	24:17.7	0:00:05	chat	2013-03-13 13:24:17.715 - TooMuchMineCraftAli -> im a man
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	ThatRandomMark	TooMuchMineCraftAli	0:00:02	24:23.8	0:00:02	chat	2013-03-13 13:24:23.810 - ThatRandomMark -> im not.
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	marco is boss	ThatRandomMark	0:00:06	24:31.6	0:00:06	chat	2013-03-13 13:24:31.569 - marco is boss -> im 1 whos 2,3,4
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	marco is boss	0:00:04	24:39.3	0:00:04	chat	2013-03-13 13:24:39.255 - TooMuchMineCraftAli -> this is the order
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	ThatRandomMark	TooMuchMineCraftAli	0:00:16	24:54.8	0:00:16	chat	2013-03-13 13:24:54.805 - ThatRandomMark -> bassam 3 jalani 2
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	ThatRandomMark	0:00:01	25:01.6	0:00:01	chat	2013-03-13 13:25:01.558 - TooMuchMineCraftAli -> yeah
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	ThatRandomMark	TooMuchMineCraftAli	0:00:05	25:16.2	0:00:05	chat	2013-03-13 13:25:16.157 - ThatRandomMark -> marco take control. you are 1
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	marco is boss	ThatRandomMark	0:00:05	25:26.5	0:00:05	chat	2013-03-13 13:25:26.506 - marco is boss -> 1 is just the timer
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	marco is boss	0:00:01	25:27.7		system	2013-03-13 13:25:27.690 - TooMuchMineCraftAli -> Now viewing tab summary
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:01	25:29.0		Geogebra:summary	2013-03-13 13:25:29.041 - TooMuchMineCraftAli -> tool changed to Move
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	marco is boss	TooMuchMineCraftAli	0:00:05	25:34.3		system	2013-03-13 13:25:34.260 - marco is boss -> Now viewing tab Topic 5
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	marco is boss	0:00:04	25:38.3		system	2013-03-13 13:25:38.325 - TooMuchMineCraftAli -> Now viewing tab Topic 5
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:01	25:39.7		system	2013-03-13 13:25:39.725 - TooMuchMineCraftAli -> Now viewing tab summery
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:40.4		system	2013-03-13 13:25:40.370 - TooMuchMineCraftAli -> Now viewing tab summary
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:02	25:42.4		Geogebra:summary	2013-03-13 13:25:42.386 - TooMuchMineCraftAli -> tool changed to Move Graphics View
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:01	25:43.6		Geogebra:summary	2013-03-13 13:25:43.584 - TooMuchMineCraftAli -> tool changed to Move
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:43.7		Geogebra:summary	2013-03-13 13:25:43.700 - TooMuchMineCraftAli -> tool changed to Move Graphics View
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:43.9		Geogebra:summary	2013-03-13 13:25:43.865 - TooMuchMineCraftAli -> tool changed to Move
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:44.0		Geogebra:summary	2013-03-13 13:25:43.982 - TooMuchMineCraftAli -> tool changed to Move Graphics View
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:44.2		Geogebra:summary	2013-03-13 13:25:44.151 - TooMuchMineCraftAli -> tool changed to Move
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:44.3		Geogebra:summary	2013-03-13 13:25:44.312 - TooMuchMineCraftAli -> tool changed to Move Graphics View
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:44.5		Geogebra:summary	2013-03-13 13:25:44.486 - TooMuchMineCraftAli -> tool changed to Move
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:44.6		Geogebra:summary	2013-03-13 13:25:44.637 - TooMuchMineCraftAli -> tool changed to Move Graphics View
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:44.8		Geogebra:summary	2013-03-13 13:25:44.825 - TooMuchMineCraftAli -> tool changed to Move
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:44.9		Geogebra:summary	2013-03-13 13:25:44.940 - TooMuchMineCraftAli -> tool changed to Move Graphics View
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:45.1		Geogebra:summary	2013-03-13 13:25:45.119 - TooMuchMineCraftAli -> tool changed to Move
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:45.4		Geogebra:summary	2013-03-13 13:25:45.404 - TooMuchMineCraftAli -> tool changed to Move Graphics View
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:45.6		Geogebra:summary	2013-03-13 13:25:45.560 - TooMuchMineCraftAli -> tool changed to Move
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:45.7		Geogebra:summary	2013-03-13 13:25:45.719 - TooMuchMineCraftAli -> tool changed to Move Graphics View
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:45.9		Geogebra:summary	2013-03-13 13:25:45.908 - TooMuchMineCraftAli -> tool changed to Move
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:46.1		Geogebra:summary	2013-03-13 13:25:46.077 - TooMuchMineCraftAli -> tool changed to Move Graphics View
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:46.3		Geogebra:summary	2013-03-13 13:25:46.341 - TooMuchMineCraftAli -> tool changed to Move
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:46.5		Geogebra:summary	2013-03-13 13:25:46.451 - TooMuchMineCraftAli -> tool changed to Move Graphics View
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:46.6		Geogebra:summary	2013-03-13 13:25:46.628 - TooMuchMineCraftAli -> tool changed to Move
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:46.9		Geogebra:summary	2013-03-13 13:25:46.909 - TooMuchMineCraftAli -> tool changed to Move Graphics View
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:47.1		Geogebra:summary	2013-03-13 13:25:47.105 - TooMuchMineCraftAli -> tool changed to Move
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	JalaniKnowsMath	TooMuchMineCraftAli	0:00:00	25:47.3		system	2013-03-13 13:25:47.329 - JalaniKnowsMath -> Now viewing tab summary
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	JalaniKnowsMath	0:00:00	25:47.5		Geogebra:summary	2013-03-13 13:25:47.511 - TooMuchMineCraftAli -> tool changed to Move Graphics View
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	JalaniKnowsMath	TooMuchMineCraftAli	0:00:00	25:48.3		system	2013-03-13 13:25:48.290 - JalaniKnowsMath -> Now viewing tab summery
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	JalaniKnowsMath	0:00:00	25:48.6		Geogebra:summary	2013-03-13 13:25:48.563 - TooMuchMineCraftAli -> tool changed to Move
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:48.7		Geogebra:summary	2013-03-13 13:25:48.651 - TooMuchMineCraftAli -> tool changed to Move Graphics View
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:49.2		Geogebra:summary	2013-03-13 13:25:49.206 - TooMuchMineCraftAli -> tool changed to Move
Spring 2013 Whitehead	Dynamic Geometry	Topic 05	Session 5_4	CID:1362920857346	TooMuchMineCraftAli	TooMuchMineCraftAli	0:00:00	25:49.4		Geogebra:summary	2013-03-13 13:25:49.386 - TooMuchMineCraftAli -> tool changed to Move Graphics View
