Community	Subject	Topic	Room	Channel	Source	Target	Time	Finish Time	Duration	Event Type	Event
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	CookieMonster	BubbleTea	0:00:08	13:34.7	0:00:08	chat	2013-03-01 15:13:34.744 - CookieMonster -> bubbletea why don't you try now
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BigBird	CookieMonster	0:00:06	13:38.5	0:00:06	awareness	2013-03-01 15:13:38.456 - BigBird -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	BigBird	0:00:22	13:58.0	0:00:22	chat	2013-03-01 15:13:57.961 - nutellaluver17 -> alright, it has to match that one, doesnt it?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	nutellaluver17	0:00:12	13:48.3	0:00:12	awareness	2013-03-01 15:13:48.270 - BubbleTea -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BigBird	BubbleTea	0:01:20	15:02.0	0:01:20	chat	2013-03-01 15:15:02.014 - BigBird -> the bigger triangle is depended onvertex B 
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	CookieMonster	BigBird	0:01:01	14:43.7	0:01:01	chat	2013-03-01 15:14:43.744 - CookieMonster -> and i noticed when i dragged a to the other side of b the figure flipped and it was upside down
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	CookieMonster	0:00:00	13:49.8	0:00:00	awareness	2013-03-01 15:13:49.814 - BubbleTea -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:15	14:05.2	0:00:15	chat	2013-03-01 15:14:05.228 - BubbleTea -> point C F E is retricted?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:11	14:20.3	0:00:11	chat	2013-03-01 15:14:20.322 - BubbleTea -> restricted on con something?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:00	14:24.6	0:00:00	chat	2013-03-01 15:14:24.600 - BubbleTea -> *or
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:02	14:26.7		Geogebra:Triangles	2013-03-01 15:14:26.659 - BubbleTea -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	BubbleTea	0:00:10	14:37.8	0:00:10	chat	2013-03-01 15:14:37.790 - nutellaluver17 -> yup cuz its black
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	nutellaluver17	0:0:-10	14:27.6		Geogebra:Triangles	2013-03-01 15:14:27.552 - BubbleTea -> tool changed to Polygon
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:01	14:28.6		Geogebra:Triangles	2013-03-01 15:14:28.635 - BubbleTea -> added point:Point G
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:02	14:31.4		Geogebra:Triangles	2013-03-01 15:14:31.412 - BubbleTea -> added point:Point H
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:04	14:35.7		Geogebra:Triangles	2013-03-01 15:14:35.684 - BubbleTea -> added point:Point I
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:01	14:37.5		Geogebra:Triangles	2013-03-01 15:14:37.535 - BubbleTea -> added polygon poly3
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:00	14:38.3		Geogebra:Triangles	2013-03-01 15:14:38.288 - BubbleTea -> added point:Point J
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:12	14:50.7		Geogebra:Triangles	2013-03-01 15:14:50.701 - BubbleTea -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:02	14:53.5		Geogebra:Triangles	2013-03-01 15:14:53.517 - BubbleTea -> updated group of objects A,B
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	BubbleTea	0:00:28	15:24.6	0:00:28	chat	2013-03-01 15:15:24.577 - nutellaluver17 -> move the triangle thing, i think u can move the small \er one
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	nutellaluver17	0:00:00	15:03.4	0:00:00	chat	2013-03-01 15:15:03.410 - BubbleTea -> yup
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:09	15:18.6	0:00:09	chat	2013-03-01 15:15:18.615 - BubbleTea -> you can move the other points like this
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	BubbleTea	0:00:00	15:27.0	0:00:00	awareness	2013-03-01 15:15:26.988 - nutellaluver17 -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	nutellaluver17	0:00:04	15:31.8	0:00:04	chat	2013-03-01 15:15:31.768 - nutellaluver17 -> yeah, like that 
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	nutellaluver17	0:00:04	15:36.3		Geogebra:Triangles	2013-03-01 15:15:36.326 - BubbleTea -> updated Point D
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BigBird	BubbleTea	0:00:01	15:38.1	0:00:01	awareness	2013-03-01 15:15:38.085 - BigBird -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BigBird	BigBird	0:00:56	16:37.0	0:00:56	chat	2013-03-01 15:16:37.011 - BigBird -> i dont understand y F and and B are darker than D
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BigBird	0:0:-56	15:40.8		Geogebra:Triangles	2013-03-01 15:15:40.845 - BubbleTea -> updated Point A
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	CookieMonster	BubbleTea	0:00:16	16:01.8	0:00:16	awareness	2013-03-01 15:16:01.751 - CookieMonster -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	CookieMonster	0:00:21	16:10.0	0:00:21	chat	2013-03-01 15:16:10.017 - BubbleTea -> the smaller triangle can only move along the lines of the bigger triangle
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	CookieMonster	BubbleTea	0:00:56	16:58.9	0:00:56	chat	2013-03-01 15:16:58.921 - CookieMonster -> so point d can only move along AC, E can only move through AB, and F can only move along BC
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	CookieMonster	0:00:01	16:15.1	0:00:01	chat	2013-03-01 15:16:15.096 - BubbleTea -> like so 
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:14	16:30.1		Geogebra:Triangles	2013-03-01 15:16:30.064 - BubbleTea -> updated Point D
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:04	16:36.4	0:00:04	chat	2013-03-01 15:16:36.392 - BubbleTea -> everyone saw that>?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:23	16:59.6		Geogebra:Triangles	2013-03-01 15:16:59.581 - BubbleTea -> updated Point A
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	BubbleTea	0:00:01	17:17.9	0:00:01	awareness	2013-03-01 15:17:17.877 - nutellaluver17 -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BigBird	nutellaluver17	0:00:02	17:21.8	0:00:02	chat	2013-03-01 15:17:21.789 - BigBird -> bingo!
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BigBird	0:0:-1	17:20.5		Geogebra:Triangles	2013-03-01 15:17:20.517 - BubbleTea -> updated Point D
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BigBird	BubbleTea	0:00:03	17:31.7	0:00:03	chat	2013-03-01 15:17:31.711 - BigBird -> can i try now?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BigBird	0:00:01	17:31.9	0:00:01	awareness	2013-03-01 15:17:31.896 - BubbleTea -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:00	17:35.3	0:00:00	chat	2013-03-01 15:17:35.350 - BubbleTea -> yup
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:02	17:37.4		Geogebra:Triangles	2013-03-01 15:17:37.378 - BubbleTea -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BigBird	BubbleTea	0:00:03	17:41.3		Geogebra:Triangles	2013-03-01 15:17:41.269 - BigBird -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BigBird	BigBird	0:00:05	17:47.1		Geogebra:Triangles	2013-03-01 15:17:47.051 - BigBird -> updated Point D
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	BigBird	0:00:04	18:02.4	0:00:04	chat	2013-03-01 15:18:02.378 - nutellaluver17 -> doing the drag test?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BigBird	nutellaluver17	0:0:-1	18:00.5		Geogebra:Triangles	2013-03-01 15:18:00.460 - BigBird -> updated Point D
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	CookieMonster	BigBird	0:00:15	18:20.8	0:00:15	chat	2013-03-01 15:18:20.818 - CookieMonster -> yeah and nutellaluver you wanna go after bigbird?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	CookieMonster	0:00:02	18:08.8	0:00:02	chat	2013-03-01 15:18:08.758 - BubbleTea -> i think so 
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:10	18:30.7	0:00:10	chat	2013-03-01 15:18:30.690 - BubbleTea -> so you guys want to make the copy now 
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:11	18:48.2	0:00:11	chat	2013-03-01 15:18:48.153 - BubbleTea -> who wants to contruct it
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BigBird	BubbleTea	0:00:01	18:49.2		Geogebra:Triangles	2013-03-01 15:18:49.199 - BigBird -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	CookieMonster	BigBird	0:00:01	19:26.7	0:00:01	awareness	2013-03-01 15:19:26.690 - CookieMonster -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	CookieMonster	0:00:02	19:29.9	0:00:02	awareness	2013-03-01 15:19:29.897 - nutellaluver17 -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	CookieMonster	nutellaluver17	0:00:00	19:28.2	0:00:00	awareness	2013-03-01 15:19:28.151 - CookieMonster -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	CookieMonster	CookieMonster	0:00:09	19:37.6	0:00:09	chat	2013-03-01 15:19:37.618 - CookieMonster -> well who hasn't gone yet?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BigBird	CookieMonster	0:00:30	20:06.4	0:00:30	chat	2013-03-01 15:20:06.352 - BigBird -> oooohhhh i get it. the inner triangle will always be proportional to the bigger one
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BigBird	0:00:01	19:43.0	0:00:01	chat	2013-03-01 15:19:42.971 - BubbleTea -> nutella
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	BubbleTea	0:00:00	19:45.7	0:00:00	awareness	2013-03-01 15:19:45.722 - nutellaluver17 -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	nutellaluver17	0:00:05	19:51.5	0:00:05	chat	2013-03-01 15:19:51.536 - nutellaluver17 -> okay, I'll take it.
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	nutellaluver17	0:00:03	19:54.9		Geogebra:Triangles	2013-03-01 15:19:54.901 - nutellaluver17 -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	nutellaluver17	0:00:20	21:04.3	0:00:20	chat	2013-03-01 15:21:04.321 - nutellaluver17 -> yeah, so if u change the size ogf the bigger one, the smaller on e will change too
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	CookieMonster	nutellaluver17	0:00:02	20:47.9	0:00:02	awareness	2013-03-01 15:20:47.910 - CookieMonster -> [fully erased the chat message]
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	CookieMonster	CookieMonster	0:00:26	21:17.8	0:00:26	chat	2013-03-01 15:21:17.797 - CookieMonster -> ohh okay so we have to make sure that the triangles are proportionate when we make them
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	CookieMonster	0:0:-22	20:54.9		Geogebra:Triangles	2013-03-01 15:20:54.918 - nutellaluver17 -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	nutellaluver17	0:00:14	21:20.1	0:00:14	chat	2013-03-01 15:21:20.144 - nutellaluver17 -> the smalloer triangle will be 1/3 of the bigger one
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	nutellaluver17	0:00:13	21:33.8		Geogebra:Triangles	2013-03-01 15:21:33.754 - nutellaluver17 -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	nutellaluver17	0:00:03	21:36.8		Geogebra:Triangles	2013-03-01 15:21:36.844 - nutellaluver17 -> updated group of objects A,B
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	nutellaluver17	0:00:00	21:37.7		Geogebra:Triangles	2013-03-01 15:21:37.669 - nutellaluver17 -> updated Text text1
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BigBird	nutellaluver17	0:00:01	21:40.7	0:00:01	chat	2013-03-01 15:21:40.687 - BigBird -> yes!!
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	BigBird	0:00:00	21:41.2		Geogebra:Triangles	2013-03-01 15:21:41.210 - nutellaluver17 -> updated group of objects A,B
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	nutellaluver17	0:00:07	21:48.2		Geogebra:Triangles	2013-03-01 15:21:48.220 - nutellaluver17 -> tool changed to Polygon
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	nutellaluver17	0:00:00	21:48.4		Geogebra:Triangles	2013-03-01 15:21:48.448 - nutellaluver17 -> added point:Point G
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	nutellaluver17	0:00:02	21:51.4		Geogebra:Triangles	2013-03-01 15:21:51.386 - nutellaluver17 -> added point:Point H
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	nutellaluver17	0:00:01	21:53.3		Geogebra:Triangles	2013-03-01 15:21:53.320 - nutellaluver17 -> added point:Point I
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	nutellaluver17	0:00:01	21:55.0		Geogebra:Triangles	2013-03-01 15:21:55.047 - nutellaluver17 -> added polygon poly3
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	nutellaluver17	0:00:02	21:57.1		Geogebra:Triangles	2013-03-01 15:21:57.090 - nutellaluver17 -> tool changed to Polygon
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	nutellaluver17	0:00:03	22:02.3	0:00:03	chat	2013-03-01 15:22:02.284 - BubbleTea -> upside down?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	BubbleTea	0:00:00	22:01.9		Geogebra:Triangles	2013-03-01 15:22:01.943 - nutellaluver17 -> added point:Point J
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	nutellaluver17	0:00:00	22:02.0		Geogebra:Triangles	2013-03-01 15:22:02.044 - nutellaluver17 -> updated group of objects G,H,I
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	nutellaluver17	0:00:07	23:02.0	0:00:07	chat	2013-03-01 15:23:01.956 - nutellaluver17 -> how do u copy the triangle over?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	CookieMonster	nutellaluver17	0:00:18	23:22.3	0:00:18	chat	2013-03-01 15:23:22.336 - CookieMonster -> okay you have to use the circles bt
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	CookieMonster	0:00:02	23:12.6	0:00:02	chat	2013-03-01 15:23:12.632 - BubbleTea -> can i try?
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	BubbleTea	0:00:00	23:17.3	0:00:00	chat	2013-03-01 15:23:17.284 - nutellaluver17 -> sure
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	nutellaluver17	nutellaluver17	0:00:01	23:19.2		Geogebra:Triangles	2013-03-01 15:23:19.224 - nutellaluver17 -> tool changed to Move Graphics View
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	nutellaluver17	0:00:22	23:41.5		Geogebra:Triangles	2013-03-01 15:23:41.510 - BubbleTea -> tool changed to Move
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:01	23:42.8		Geogebra:Triangles	2013-03-01 15:23:42.765 - BubbleTea -> tool changed to Circle with Center through Point
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_5	CID:1362076189852	BubbleTea	BubbleTea	0:00:01	23:44.0		Geogebra:Triangles	2013-03-01 15:23:44.028 - BubbleTea -> added point:Point G
