Community	Subject	Topic	Room	Channel	Source	Target	Time	Finish Time	Duration	Event Type	Event	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:00	32:51.4		Geogebra:Triangles	2013-03-01 15:32:51.440 - infinityand_beyond -> added conic:Circle k	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	infinityand_beyond	0:00:28	33:29.9	0:00:28	chat	2013-03-01 15:33:29.857 - InfiniteWallflower -> OKay no use the H as the center point and G the outer point to create the radius	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	InfiniteWallflower	0:00:04	33:18.4	0:00:04	chat	2013-03-01 15:33:18.417 - infinityand_beyond -> is that what we were supposed to do ?	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	infinityand_beyond	0:00:01	33:24.5	0:00:01	awareness	2013-03-01 15:33:24.453 - TeaLeaf -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:55	34:22.8	0:00:55	chat	2013-03-01 15:34:22.840 - TeaLeaf -> use the large triangles as the radius of a cirlce - group 5	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	TeaLeaf	0:00:16	33:59.9	0:00:16	awareness	2013-03-01 15:33:59.866 - InfiniteWallflower -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	InfiniteWallflower	0:00:33	34:21.8	0:00:33	chat	2013-03-01 15:34:21.823 - Bartholomew -> when you press on the cirlce tool press on the 2 points that you want the length of it to be 	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	Bartholomew	0:00:14	34:03.0	0:00:14	chat	2013-03-01 15:34:03.002 - infinityand_beyond -> how do i erase point I without deleting the circle	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:0:-11	33:51.5		Geogebra:Triangles	2013-03-01 15:33:51.488 - infinityand_beyond -> tool changed to Move Graphics View	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	infinityand_beyond	0:00:06	34:16.7	0:00:06	awareness	2013-03-01 15:34:16.724 - InfiniteWallflower -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:00	34:16.7	0:00:00	awareness	2013-03-01 15:34:16.729 - InfiniteWallflower -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	InfiniteWallflower	0:00:01	34:17.9		Geogebra:Triangles	2013-03-01 15:34:17.874 - infinityand_beyond -> tool changed to Move	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	infinityand_beyond	0:00:37	34:59.5	0:00:37	chat	2013-03-01 15:34:59.456 - InfiniteWallflower -> Delete the circles and now for the circle tool first point on the H then Point on thr G	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	InfiniteWallflower	0:00:13	34:44.5	0:00:13	chat	2013-03-01 15:34:44.452 - Bartholomew -> the circles arent right just delete them	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	Bartholomew	0:00:21	34:53.5	0:00:21	chat	2013-03-01 15:34:53.526 - TeaLeaf -> the length of the large trianlg like line segment bc	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	TeaLeaf	0:00:10	34:53.5	0:00:10	chat	2013-03-01 15:34:53.466 - infinityand_beyond -> ok so i deleted the circles.	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:18	35:11.7		Geogebra:Triangles	2013-03-01 15:35:11.742 - infinityand_beyond -> tool changed to Circle with Center through Point	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	infinityand_beyond	0:00:17	35:29.9	0:00:17	chat	2013-03-01 15:35:29.948 - Bartholomew -> it doesnt need to be the same size as ABC triangle	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	Bartholomew	0:00:04	35:34.0		Geogebra:Triangles	2013-03-01 15:35:33.957 - infinityand_beyond -> added point:Point I	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:00	35:34.1		Geogebra:Triangles	2013-03-01 15:35:34.132 - infinityand_beyond -> added conic:Circle h	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:03	35:38.0		Geogebra:Triangles	2013-03-01 15:35:37.975 - infinityand_beyond -> added point:Point J	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	infinityand_beyond	0:00:06	35:47.6	0:00:06	chat	2013-03-01 15:35:47.588 - InfiniteWallflower -> no H and G have to be the radius 	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	InfiniteWallflower	0:0:-1	35:46.0		Geogebra:Triangles	2013-03-01 15:35:46.000 - infinityand_beyond -> added point:Point H	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:00	35:46.1		Geogebra:Triangles	2013-03-01 15:35:46.082 - infinityand_beyond -> added conic:Circle g	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	infinityand_beyond	0:00:05	35:52.5	0:00:05	chat	2013-03-01 15:35:52.524 - Bartholomew -> or it does idk	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	Bartholomew	0:00:03	35:55.1	0:00:03	chat	2013-03-01 15:35:55.149 - TeaLeaf -> o kk	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	TeaLeaf	0:00:04	36:02.1	0:00:04	chat	2013-03-01 15:36:02.090 - infinityand_beyond -> lemme remake the line segment	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	infinityand_beyond	0:00:07	36:06.3	0:00:07	awareness	2013-03-01 15:36:06.287 - TeaLeaf -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	TeaLeaf	0:00:00	36:07.3		Geogebra:Triangles	2013-03-01 15:36:07.253 - infinityand_beyond -> tool changed to Line through Two Points	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:02	36:10.2		Geogebra:Triangles	2013-03-01 15:36:10.175 - infinityand_beyond -> added point:Point H	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:00	36:10.2		Geogebra:Triangles	2013-03-01 15:36:10.208 - infinityand_beyond -> added line:Line g	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	infinityand_beyond	0:00:16	36:38.5	0:00:16	chat	2013-03-01 15:36:38.485 - TeaLeaf -> use line segment l=tool ur using line throught pointf	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	TeaLeaf	0:0:-9	36:29.4		Geogebra:Triangles	2013-03-01 15:36:29.432 - infinityand_beyond -> tool changed to Line through Two Points	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:02	36:32.2		Geogebra:Triangles	2013-03-01 15:36:32.168 - infinityand_beyond -> added point:Point H	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:03	36:35.9		Geogebra:Triangles	2013-03-01 15:36:35.929 - infinityand_beyond -> added point:Point H	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:00	36:36.0		Geogebra:Triangles	2013-03-01 15:36:36.030 - infinityand_beyond -> added line:Line g	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:02	36:38.1		Geogebra:Triangles	2013-03-01 15:36:38.078 - infinityand_beyond -> updated Point H	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:01	36:39.2		Geogebra:Triangles	2013-03-01 15:36:39.216 - infinityand_beyond -> updated Point H	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	infinityand_beyond	0:00:08	36:50.2	0:00:08	chat	2013-03-01 15:36:50.165 - InfiniteWallflower -> To stop click on the Arrow 	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	InfiniteWallflower	0:00:03	36:45.1	0:00:03	awareness	2013-03-01 15:36:45.113 - Bartholomew -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	Bartholomew	0:00:04	36:50.1		Geogebra:Triangles	2013-03-01 15:36:50.085 - infinityand_beyond -> tool changed to Move Graphics View	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	infinityand_beyond	0:00:01	36:52.0		Geogebra:Triangles	2013-03-01 15:36:51.960 - InfiniteWallflower -> tool changed to Move	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:01	36:55.0	0:00:01	chat	2013-03-01 15:36:55.044 - InfiniteWallflower -> Control 	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:02	36:57.9		Geogebra:Triangles	2013-03-01 15:36:57.911 - InfiniteWallflower -> updated Point G	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:03	37:01.3		Geogebra:Triangles	2013-03-01 15:37:01.300 - InfiniteWallflower -> tool changed to Line through Two Points	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:00	37:02.0		Geogebra:Triangles	2013-03-01 15:37:02.006 - InfiniteWallflower -> added point:Point G	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:02	37:04.8		Geogebra:Triangles	2013-03-01 15:37:04.752 - InfiniteWallflower -> tool changed to New Point	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:04	37:09.6		Geogebra:Triangles	2013-03-01 15:37:09.560 - InfiniteWallflower -> tool changed to Segment between Two Points	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	InfiniteWallflower	0:00:03	37:13.6	0:00:03	awareness	2013-03-01 15:37:13.582 - TeaLeaf -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	TeaLeaf	0:0:-3	37:10.5		Geogebra:Triangles	2013-03-01 15:37:10.541 - InfiniteWallflower -> added point:Point H	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:01	37:11.6		Geogebra:Triangles	2013-03-01 15:37:11.578 - InfiniteWallflower -> added segment g	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:09	37:23.6	0:00:09	chat	2013-03-01 15:37:23.578 - InfiniteWallflower -> Okay I created line segemnt GH	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:01	37:25.4		Geogebra:Triangles	2013-03-01 15:37:25.417 - InfiniteWallflower -> tool changed to Circle with Center through Point	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:32	38:00.4	0:00:32	chat	2013-03-01 15:38:00.450 - InfiniteWallflower -> Okay with the circl tool click on point H and then Point G to creaqte an radius	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	InfiniteWallflower	0:00:05	37:33.5	0:00:05	chat	2013-03-01 15:37:33.484 - TeaLeaf -> now click on circle tool	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	TeaLeaf	0:00:30	38:07.5	0:00:30	chat	2013-03-01 15:38:07.485 - infinityand_beyond -> is the segment suppose to be slanted	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	infinityand_beyond	0:0:-27	37:40.1		Geogebra:Triangles	2013-03-01 15:37:40.103 - InfiniteWallflower -> added conic:Circle h	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:25	38:06.0		Geogebra:Triangles	2013-03-01 15:38:06.003 - InfiniteWallflower -> added conic:Circle k	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:02	38:08.5		Geogebra:Triangles	2013-03-01 15:38:08.507 - InfiniteWallflower -> tool changed to Move Graphics View	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:48	38:58.1	0:00:48	chat	2013-03-01 15:38:58.098 - InfiniteWallflower -> There now I made it the radius now someone intersect the point	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	InfiniteWallflower	0:00:11	38:53.8	0:00:11	chat	2013-03-01 15:38:53.827 - Bartholomew -> the whole thing is slanted it doesnt matter	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	Bartholomew	0:00:01	38:47.8	0:00:01	chat	2013-03-01 15:38:47.829 - TeaLeaf -> control	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:02	38:50.6		Geogebra:Triangles	2013-03-01 15:38:50.611 - TeaLeaf -> tool changed to Move	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:04	38:55.5		Geogebra:Triangles	2013-03-01 15:38:55.550 - TeaLeaf -> updated Point G	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:06	39:02.1		Geogebra:Triangles	2013-03-01 15:39:02.122 - TeaLeaf -> updated Point G	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	TeaLeaf	0:00:18	39:20.2	0:00:18	chat	2013-03-01 15:39:20.193 - InfiniteWallflower -> Use the intersecting tool to create other point on the triangle	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	InfiniteWallflower	0:0:-17	39:02.3		Geogebra:Triangles	2013-03-01 15:39:02.339 - TeaLeaf -> updated group of objects G,H	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:09	39:11.7		Geogebra:Triangles	2013-03-01 15:39:11.728 - TeaLeaf -> updated Point G	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:01	39:13.3		Geogebra:Triangles	2013-03-01 15:39:13.280 - TeaLeaf -> tool changed to New Point	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:00	39:14.1		Geogebra:Triangles	2013-03-01 15:39:14.110 - TeaLeaf -> tool changed to Perpendicular Line	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	TeaLeaf	0:00:08	39:24.8	0:00:08	chat	2013-03-01 15:39:24.804 - infinityand_beyond -> Ohh you could have clarified !	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	infinityand_beyond	0:0:-2	39:22.0		Geogebra:Triangles	2013-03-01 15:39:22.043 - TeaLeaf -> tool changed to New Point	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:01	39:23.4		Geogebra:Triangles	2013-03-01 15:39:23.401 - TeaLeaf -> tool changed to Perpendicular Line	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:09	39:32.5		Geogebra:Triangles	2013-03-01 15:39:32.519 - TeaLeaf -> tool changed to Select Object	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:00	39:32.9		Geogebra:Triangles	2013-03-01 15:39:32.880 - TeaLeaf -> tool changed to Select Object	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:02	39:35.6		Geogebra:Triangles	2013-03-01 15:39:35.601 - TeaLeaf -> tool changed to New Point	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:01	39:37.3		Geogebra:Triangles	2013-03-01 15:39:37.284 - TeaLeaf -> added point:Point I	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:01	39:38.7		Geogebra:Triangles	2013-03-01 15:39:38.697 - TeaLeaf -> updated Point I	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:01	39:40.3		Geogebra:Triangles	2013-03-01 15:39:40.284 - TeaLeaf -> updated Point I	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:00	39:41.0		Geogebra:Triangles	2013-03-01 15:39:41.032 - TeaLeaf -> tool changed to Select Object	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	TeaLeaf	0:00:33	40:18.5	0:00:33	chat	2013-03-01 15:40:18.463 - InfiniteWallflower -> Use the intersecting tool on both lines Point I looks like it is only on one circle	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	InfiniteWallflower	0:0:-32	39:45.9		Geogebra:Triangles	2013-03-01 15:39:45.887 - TeaLeaf -> tool changed to Move	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	TeaLeaf	0:00:05	39:56.5	0:00:05	awareness	2013-03-01 15:39:56.466 - infinityand_beyond -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	infinityand_beyond	0:0:-3	39:52.8		Geogebra:Triangles	2013-03-01 15:39:52.819 - TeaLeaf -> updated group of objects G,H	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:06	39:59.2		Geogebra:Triangles	2013-03-01 15:39:59.152 - TeaLeaf -> updated Point G	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:05	40:16.6	0:00:05	chat	2013-03-01 15:40:16.558 - TeaLeaf -> which is the intersecting line	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:01	40:19.1	0:00:01	chat	2013-03-01 15:40:19.129 - TeaLeaf -> tool 	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:06	40:35.6	0:00:06	chat	2013-03-01 15:40:35.560 - TeaLeaf -> im making the inside tri	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	TeaLeaf	0:00:02	40:33.6	0:00:02	awareness	2013-03-01 15:40:33.636 - InfiniteWallflower -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	InfiniteWallflower	0:00:10	40:43.9	0:00:10	chat	2013-03-01 15:40:43.904 - infinityand_beyond -> so are you making the inner or outter triangle?	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	infinityand_beyond	0:00:01	40:37.0	0:00:01	awareness	2013-03-01 15:40:36.960 - InfiniteWallflower -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:01:35	42:13.9	0:01:35	chat	2013-03-01 15:42:13.864 - InfiniteWallflower -> Okay but try I think it is the outer triangle because the two drag able points of G and H match the exam-ple of A and B	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	InfiniteWallflower	0:00:16	41:03.3	0:00:16	chat	2013-03-01 15:41:03.335 - Bartholomew -> if you waver on top of the tools it says it	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	Bartholomew	0:0:-4	40:59.2		Geogebra:Triangles	2013-03-01 15:40:59.248 - TeaLeaf -> tool changed to Move Graphics View	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:27	41:26.9		Geogebra:Triangles	2013-03-01 15:41:26.949 - TeaLeaf -> tool changed to Move	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:01	41:59.8	0:00:01	awareness	2013-03-01 15:41:59.774 - TeaLeaf -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:02	42:03.2	0:00:02	chat	2013-03-01 15:42:03.232 - TeaLeaf -> inner tri	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:05	42:08.9		Geogebra:Triangles	2013-03-01 15:42:08.934 - TeaLeaf -> tool changed to Polygon	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:06	42:15.7		Geogebra:Triangles	2013-03-01 15:42:15.742 - TeaLeaf -> added polygon poly3	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:01	42:16.8		Geogebra:Triangles	2013-03-01 15:42:16.805 - TeaLeaf -> tool changed to Select Object	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:00	42:17.4		Geogebra:Triangles	2013-03-01 15:42:17.433 - TeaLeaf -> tool changed to Select Object	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:04	42:21.5		Geogebra:Triangles	2013-03-01 15:42:21.458 - TeaLeaf -> tool changed to Move	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:02	42:23.6		Geogebra:Triangles	2013-03-01 15:42:23.575 - TeaLeaf -> updated group of objects G,H	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:02	42:25.9		Geogebra:Triangles	2013-03-01 15:42:25.943 - TeaLeaf -> updated Point G	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	TeaLeaf	0:00:16	42:44.9	0:00:16	chat	2013-03-01 15:42:44.865 - InfiniteWallflower -> Point I has to intersect both circles	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	InfiniteWallflower	0:0:-15	42:29.7		Geogebra:Triangles	2013-03-01 15:42:29.713 - TeaLeaf -> updated Point G	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	TeaLeaf	0:00:01	42:33.5	0:00:01	awareness	2013-03-01 15:42:33.477 - infinityand_beyond -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:18	42:52.9	0:00:18	chat	2013-03-01 15:42:52.877 - infinityand_beyond -> i dont think it belongs there	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	infinityand_beyond	0:0:-6	42:46.5		Geogebra:Triangles	2013-03-01 15:42:46.462 - TeaLeaf -> updated Point G	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	TeaLeaf	0:00:12	43:02.1	0:00:12	chat	2013-03-01 15:43:02.110 - Bartholomew -> we use the circles to make the bigger triangle	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	Bartholomew	0:0:-12	42:49.9		Geogebra:Triangles	2013-03-01 15:42:49.853 - TeaLeaf -> updated Point I	
