Community	Subject	Topic	Room	Channel	Source	Target	Time	Finish Time	Duration	Event Type	Event	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	TeaLeaf	0:00:08	12:45.9		Geogebra:Triangles	2013-03-01 15:12:45.871 - Bartholomew -> tool changed to Move	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	Bartholomew	0:00:01	12:49.7	0:00:01	chat	2013-03-01 15:12:49.680 - Bartholomew -> control	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	Bartholomew	0:00:18	13:22.7	0:00:18	chat	2013-03-01 15:13:22.704 - InfiniteWallflower -> Points C,F,E are restricted	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	InfiniteWallflower	0:0:-18	13:04.7		Geogebra:Triangles	2013-03-01 15:13:04.694 - Bartholomew -> updated Point D	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	Bartholomew	0:00:52	13:57.5	0:00:52	awareness	2013-03-01 15:13:57.480 - infinityand_beyond -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	infinityand_beyond	0:00:05	13:20.0	0:00:05	chat	2013-03-01 15:13:19.997 - TeaLeaf -> i agree by the way	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	TeaLeaf	0:0:-2	13:17.6		Geogebra:Triangles	2013-03-01 15:13:17.562 - Bartholomew -> updated Point A	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	Bartholomew	0:00:02	13:20.3		Geogebra:Triangles	2013-03-01 15:13:20.284 - Bartholomew -> tool changed to Move Graphics View	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	Bartholomew	0:00:12	13:32.6		Geogebra:Triangles	2013-03-01 15:13:32.576 - Bartholomew -> tool changed to Move	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	Bartholomew	0:00:00	13:33.0		Geogebra:Triangles	2013-03-01 15:13:33.015 - Bartholomew -> tool changed to Select Object	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	Bartholomew	0:00:03	13:39.8	0:00:03	awareness	2013-03-01 15:13:39.785 - TeaLeaf -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	TeaLeaf	0:00:12	13:49.8	0:00:12	awareness	2013-03-01 15:13:49.776 - InfiniteWallflower -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	InfiniteWallflower	0:00:04	13:45.5	0:00:04	chat	2013-03-01 15:13:45.477 - TeaLeaf -> i thought its constricted	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	TeaLeaf	0:00:02	13:47.6		Geogebra:Triangles	2013-03-01 15:13:47.589 - Bartholomew -> tool changed to Move Graphics View	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	Bartholomew	0:00:23	14:14.9	0:00:23	awareness	2013-03-01 15:14:14.854 - InfiniteWallflower -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	InfiniteWallflower	0:00:11	14:09.7	0:00:11	chat	2013-03-01 15:14:09.734 - Bartholomew -> i accidently put letters in the triangle	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	Bartholomew	0:00:01	14:00.7	0:00:01	chat	2013-03-01 15:14:00.653 - infinityand_beyond -> contrained	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:06	14:09.3	0:00:06	chat	2013-03-01 15:14:09.261 - infinityand_beyond -> its either restricted or constrained	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	infinityand_beyond	0:00:00	14:09.1		Geogebra:Triangles	2013-03-01 15:14:09.085 - InfiniteWallflower -> tool changed to Move	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:03	14:12.9		Geogebra:Triangles	2013-03-01 15:14:12.933 - InfiniteWallflower -> updated Point A	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:05	14:21.8	0:00:05	chat	2013-03-01 15:14:21.833 - InfiniteWallflower -> Oh nevermind now I see 	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	InfiniteWallflower	0:00:06	14:23.3	0:00:06	chat	2013-03-01 15:14:23.298 - infinityand_beyond -> theres no such things as contricted	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	infinityand_beyond	0:00:01	14:19.9	0:00:01	awareness	2013-03-01 15:14:19.875 - Bartholomew -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	Bartholomew	0:00:52	15:13.4	0:00:52	chat	2013-03-01 15:15:13.448 - Bartholomew -> restricted is when it cant move at all and constrained is when it can move but not completely	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	Bartholomew	0:0:-46	14:27.0		Geogebra:Triangles	2013-03-01 15:14:26.988 - InfiniteWallflower -> updated Point D	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	InfiniteWallflower	0:00:03	14:31.3	0:00:03	chat	2013-03-01 15:14:31.272 - TeaLeaf -> o i meant that 	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	TeaLeaf	0:00:26	14:56.1	0:00:26	chat	2013-03-01 15:14:56.080 - InfiniteWallflower -> Wait no it is restricted because when you move vertex D the two points move within their line segments	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	InfiniteWallflower	0:0:-6	14:49.3		system	2013-03-01 15:14:49.316 - TeaLeaf -> Now viewing tab Squares	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:00	14:50.1		system	2013-03-01 15:14:50.092 - TeaLeaf -> Now viewing tab Triangles	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	TeaLeaf	0:00:11	15:19.0	0:00:11	chat	2013-03-01 15:15:18.954 - infinityand_beyond -> wait what the difference between contrained and restricted again?	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	infinityand_beyond	0:0:-3	15:15.9		Geogebra:Triangles	2013-03-01 15:15:15.859 - InfiniteWallflower -> updated Point D	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:22	15:43.3	0:00:22	chat	2013-03-01 15:15:43.320 - InfiniteWallflower -> No constrained means you cannot move at all while restricted is you can only move in a certain area	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	InfiniteWallflower	0:00:01	15:31.7	0:00:01	chat	2013-03-01 15:15:31.666 - infinityand_beyond -> gotcha	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:38	16:22.0	0:00:38	chat	2013-03-01 15:16:21.976 - infinityand_beyond -> control	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	infinityand_beyond	0:00:08	15:53.6	0:00:08	chat	2013-03-01 15:15:53.582 - InfiniteWallflower -> which point F and E are	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	InfiniteWallflower	0:00:20	16:07.5	0:00:20	chat	2013-03-01 15:16:07.487 - Bartholomew -> so the inner triangle is constrained 	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	Bartholomew	0:0:-3	16:03.5		Geogebra:Triangles	2013-03-01 15:16:03.550 - InfiniteWallflower -> updated Point D	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:06	16:09.7		Geogebra:Triangles	2013-03-01 15:16:09.744 - InfiniteWallflower -> updated Point A	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:05	16:15.7		Geogebra:Triangles	2013-03-01 15:16:15.658 - InfiniteWallflower -> updated Point D	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:00	16:16.6		Geogebra:Triangles	2013-03-01 15:16:16.630 - InfiniteWallflower -> tool changed to Move Graphics View	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:00	16:19.2	0:00:00	awareness	2013-03-01 15:16:19.223 - InfiniteWallflower -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:19	16:39.3	0:00:19	chat	2013-03-01 15:16:39.265 - InfiniteWallflower -> The inner triangle is restricted because it can only move in limited space	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	InfiniteWallflower	0:0:-15	16:24.1		Geogebra:Triangles	2013-03-01 15:16:24.097 - infinityand_beyond -> tool changed to Move	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:07	16:31.9		Geogebra:Triangles	2013-03-01 15:16:31.871 - infinityand_beyond -> updated Point A	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	infinityand_beyond	0:00:32	17:07.5	0:00:32	chat	2013-03-01 15:17:07.508 - Bartholomew -> infinity is doing the drag test and dragged vertex b	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	Bartholomew	0:0:-32	16:34.9		Geogebra:Triangles	2013-03-01 15:16:34.905 - infinityand_beyond -> updated Point B	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:07	16:42.5		Geogebra:Triangles	2013-03-01 15:16:42.457 - infinityand_beyond -> updated Point D	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:35	17:20.2	0:00:35	chat	2013-03-01 15:17:20.194 - infinityand_beyond -> the brown points asre restricted while A is constrained and so is B.. When A moves, B cant move. and vise-versa.	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	infinityand_beyond	0:00:04	16:54.4	0:00:04	chat	2013-03-01 15:16:54.438 - InfiniteWallflower -> which is triangle ABC	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	InfiniteWallflower	0:00:01	17:14.2	0:00:01	awareness	2013-03-01 15:17:14.163 - TeaLeaf -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	TeaLeaf	0:00:09	17:23.1	0:00:09	chat	2013-03-01 15:17:23.064 - Bartholomew -> ABC is the larger outer triangle	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	Bartholomew	0:00:19	17:34.5	0:00:19	chat	2013-03-01 15:17:34.490 - TeaLeaf -> guys i just google it constraind its means its limited 	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	TeaLeaf	0:00:01	17:22.4	0:00:01	awareness	2013-03-01 15:17:22.357 - InfiniteWallflower -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	InfiniteWallflower	0:00:10	17:33.1		Geogebra:Triangles	2013-03-01 15:17:33.137 - infinityand_beyond -> updated Point D	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:13	17:48.2	0:00:13	chat	2013-03-01 15:17:48.225 - infinityand_beyond -> Though point D cannot perform a 360 degree turn.	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	infinityand_beyond	0:00:01	17:46.3	0:00:01	awareness	2013-03-01 15:17:46.325 - InfiniteWallflower -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	InfiniteWallflower	0:00:07	17:54.2		Geogebra:Triangles	2013-03-01 15:17:54.248 - infinityand_beyond -> updated Point D	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	infinityand_beyond	0:00:07	18:02.6	0:00:07	chat	2013-03-01 15:18:02.580 - Bartholomew -> yea your late	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	Bartholomew	0:0:-6	17:56.6		Geogebra:Triangles	2013-03-01 15:17:56.552 - infinityand_beyond -> updated Point A	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:02	17:58.6		Geogebra:Triangles	2013-03-01 15:17:58.612 - infinityand_beyond -> updated Point D	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:06	18:05.6		Geogebra:Triangles	2013-03-01 15:18:05.583 - infinityand_beyond -> updated Point A	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:00	18:06.2		Geogebra:Triangles	2013-03-01 15:18:06.224 - infinityand_beyond -> tool changed to Move Graphics View	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	infinityand_beyond	0:00:10	18:19.0	0:00:10	chat	2013-03-01 15:18:18.967 - TeaLeaf -> i know it takes time to google 	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	TeaLeaf	0:00:01	18:11.9	0:00:01	awareness	2013-03-01 15:18:11.906 - InfiniteWallflower -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:02	18:16.0	0:00:02	awareness	2013-03-01 15:18:15.969 - InfiniteWallflower -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:12	18:34.5	0:00:12	chat	2013-03-01 15:18:34.536 - InfiniteWallflower -> Okay you guys lets try to construct this diagram now	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	InfiniteWallflower	0:00:09	18:32.4	0:00:09	awareness	2013-03-01 15:18:32.431 - Bartholomew -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	Bartholomew	0:00:00	18:24.2	0:00:00	awareness	2013-03-01 15:18:24.237 - infinityand_beyond -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	infinityand_beyond	0:00:02	18:26.9	0:00:02	chat	2013-03-01 15:18:26.859 - infinityand_beyond -> whos late?	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	infinityand_beyond	0:00:05	18:39.7	0:00:05	awareness	2013-03-01 15:18:39.678 - Bartholomew -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	Bartholomew	0:00:00	18:56.1	0:00:00	chat	2013-03-01 15:18:56.129 - infinityand_beyond -> ok	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	infinityand_beyond	0:00:11	19:21.3	0:00:11	chat	2013-03-01 15:19:21.287 - InfiniteWallflower -> I will start by creating the outer triangle	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:01	19:23.0		Geogebra:Triangles	2013-03-01 15:19:22.983 - InfiniteWallflower -> tool changed to Move	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:04	19:29.7	0:00:04	chat	2013-03-01 15:19:29.747 - InfiniteWallflower -> by using the polygon tool	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	InfiniteWallflower	0:00:06	19:35.0	0:00:06	awareness	2013-03-01 15:19:35.015 - infinityand_beyond -> [fully erased the chat message]	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	infinityand_beyond	0:0:-3	19:31.5		Geogebra:Triangles	2013-03-01 15:19:31.507 - InfiniteWallflower -> tool changed to Polygon	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	InfiniteWallflower	0:00:05	19:37.8	0:00:05	chat	2013-03-01 15:19:37.772 - TeaLeaf -> and use the intersecting tools	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	TeaLeaf	0:0:-2	19:35.7		Geogebra:Triangles	2013-03-01 15:19:35.680 - InfiniteWallflower -> added point:Point G	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	infinityand_beyond	InfiniteWallflower	0:00:00	19:36.2	0:00:00	chat	2013-03-01 15:19:36.210 - infinityand_beyond -> ok	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	infinityand_beyond	0:00:04	19:40.4		Geogebra:Triangles	2013-03-01 15:19:40.361 - InfiniteWallflower -> added point:Point H	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:02	19:43.2		Geogebra:Triangles	2013-03-01 15:19:43.169 - InfiniteWallflower -> added point:Point I	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:01	19:45.0		Geogebra:Triangles	2013-03-01 15:19:44.979 - InfiniteWallflower -> added polygon poly3	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:01	19:46.8		Geogebra:Triangles	2013-03-01 15:19:46.764 - InfiniteWallflower -> updated group of objects G,H,I	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	Bartholomew	InfiniteWallflower	0:00:14	20:09.1	0:00:14	chat	2013-03-01 15:20:09.057 - Bartholomew -> ya use intersecting with the inner triangle	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	Bartholomew	0:0:-10	19:58.3		Geogebra:Triangles	2013-03-01 15:19:58.305 - InfiniteWallflower -> added point:Point G	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:01	19:59.6		Geogebra:Triangles	2013-03-01 15:19:59.647 - InfiniteWallflower -> added point:Point H	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:03	20:03.4		Geogebra:Triangles	2013-03-01 15:20:03.357 - InfiniteWallflower -> added point:Point I	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:01	20:04.7		Geogebra:Triangles	2013-03-01 15:20:04.711 - InfiniteWallflower -> added polygon poly3	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:01	20:06.3		Geogebra:Triangles	2013-03-01 15:20:06.252 - InfiniteWallflower -> tool changed to Move	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:03	20:09.4		Geogebra:Triangles	2013-03-01 15:20:09.404 - InfiniteWallflower -> updated Point G	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:22	20:31.4		Geogebra:Triangles	2013-03-01 15:20:31.404 - InfiniteWallflower -> tool changed to Move Graphics View	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	InfiniteWallflower	InfiniteWallflower	0:00:34	21:08.7	0:00:34	chat	2013-03-01 15:21:08.716 - InfiniteWallflower -> Okay I used the polygon tool to create the outer triangle now Tea try creating the inner triangle	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	InfiniteWallflower	0:00:04	20:41.2	0:00:04	chat	2013-03-01 15:20:41.194 - TeaLeaf -> can i take contol	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:09	20:51.0		Geogebra:Triangles	2013-03-01 15:20:51.012 - TeaLeaf -> tool changed to Move	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:03	20:54.6		Geogebra:Triangles	2013-03-01 15:20:54.649 - TeaLeaf -> tool changed to Polygon	
Spring 2013 Lalor & Riccobono	Dynamic Geometry	Topic 05	Group_6	CID:1362076193275	TeaLeaf	TeaLeaf	0:00:02	20:57.5		Geogebra:Triangles	2013-03-01 15:20:57.517 - TeaLeaf -> added point:Point J	
